domain,application,version,users,MAU,HYAU,posts
cofe.rocks,akkoma,3.12.0-338-g087d88f7-sn0w+PX,10,9,9,4249
akko.eepy.zone,akkoma,3.13.1,10,9,12,1923
akkoma.meows.gay,akkoma,3.10.4,10,6,9,11563
antani.pm,akkoma,3.12.2-412-g0fee71f5-develop,10,3,6,5620
3v.is,akkoma,3.10.2,10,2,8,348
social.rjp.is,akkoma,3.10.3-229-ge97d08ee-develop,10,7,8,34422
pl.catboyindustries.co,akkoma,3.13.1-466-g21a81e11-develop,10,2,3,553
fedi.on-a-ps4.lol,akkoma,3.13.1-0-gc02e343,10,10,10,328
idealists.su,akkoma,3.10.4-1-gebfb617b,10,3,8,122
is.slonk.ing,akkoma,3.13.1,10,3,11,66
p.girlc.at,akkoma,3.13.1-3-gb7d51b00,10,8,8,9340
fedi.worf.win,akkoma,3.11.0,9,4,6,449
blimey.social,akkoma,3.12.2-0-g26a91d5,9,5,5,1435
snack.social,akkoma,3.13.1,9,4,6,12922
ikbenpiraat.nl,akkoma,3.13.1-0-gc02e343,9,2,7,98
ak.zweitekassabitte.jetzt,akkoma,3.13.1-4-gc198a95b-zkb,9,4,6,4566
mastodon.nove.team,akkoma,3.12.0,9,4,8,1237
um.lugarzinho.top,akkoma,3.10.4,9,3,3,1076
miku.place,akkoma,3.12.0-0-gd71d523,8,5,8,1483
social.anthropi.st,akkoma,3.13.1,8,7,8,618
free.gaycatgirl.sex,akkoma,3.9.3-28-g9d7c877d,8,4,7,4108
social.nauk.io,akkoma,3.13.1-0-gc02e343,8,2,3,1180
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,4,5,34283
fops.cloud,akkoma,3.13.1-0-gc02e343,8,8,8,8954
satania.social,akkoma,3.13.1-485-g2e56e85a-develop,8,5,7,585
fedi.kemonomimi.gay,akkoma,3.12.2,8,4,8,2579
nerdfight.online,akkoma,3.13.1,8,6,6,6575
kitsunes.church,akkoma,3.12.2,8,2,7,51
raccoon.cafe,akkoma,3.11.0-0-ga03f3a9,8,5,5,1212
telex.disinfo.zone,akkoma,3.10.4,8,1,3,402
inoot.net,akkoma,3.10.4-1-gebfb617b,8,3,5,216
club.ctrlist.org,akkoma,3.10.4,8,5,7,436
hasthebig.gay,akkoma,3.11.0,8,2,5,90
ack.nerdfight.online,akkoma,3.13.1,8,6,6,6564
fedi.tilde.green,akkoma,3.13.1,8,3,5,148
fedimedia.tilde.green,akkoma,3.13.1,8,3,5,148
zy.gy,akkoma,3.10.4-3-g06971423-yf,7,2,4,6025
introvert.social,akkoma,3.13.1-0-gc02e343,7,1,2,986
amble.quest,akkoma,3.10.4,7,3,6,1226
social.wedistribute.org,akkoma,3.11.0-0-ga03f3a9,7,4,7,1305
femdom.solutions,akkoma,3.10.4,7,7,7,5346
brotka.st,akkoma,3.13.1,7,7,7,55923
bcn.fedi.cat,akkoma,3.12.2-0-g26a91d5,7,5,6,2853
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,450
akko.cuddlegirls.cafe,akkoma,3.13.1-5-g9bd02c74,7,4,8,7158
otlab.dev,akkoma,3.12.0,7,5,6,417
pouet.quebec,akkoma,3.10.4,7,3,3,2352
fedi.joeydrew.studio,akkoma,3.10.4-0-gebfb617,7,1,3,769
kill-corporations.enterprises,akkoma,3.12.0-0-gd71d523,7,7,8,303
bart.tobskep.com,akkoma,3.10.4-1-gebfb617b,7,4,7,4328
curiouscabbit.social,akkoma,3.13.1,7,2,5,152
h0tline.miami,akkoma,3.12.2-0-g26a91d5,7,7,7,71
social.harpia.red,akkoma,3.13.1,7,6,7,2577
social.goatzone.net,akkoma,3.12.2,7,6,7,135
people.unfoo.net,akkoma,3.12.2,6,2,2,61
computering.pro,akkoma,3.10.4-0-gebfb617,6,2,2,170
ak.lavenderfield.xyz,akkoma,3.13.1,6,6,7,1031
snake.cool,akkoma,3.9.3-28-g9d7c877d,6,1,3,61
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,2519
kayii.goe.land,akkoma,3.10.3,6,1,1,815
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,490
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,2,3,98
raki.club,akkoma,3.13.1-0-gc02e343,6,1,1,492
brettvormkopf.de,akkoma,3.12.2,6,2,2,313
idiomdrottning.org,akkoma,3.13.1-178-gc02e3432,6,3,4,16756
phantomthieves.net,akkoma,3.9.3-28-g9d7c877d,6,5,5,1652
pl.salushnes.solutions,akkoma,3.9.3,6,4,7,2981
akkoma.flyerdonut.net,akkoma,3.12.0-193-g1669ebec,6,4,6,34440
oopsall.gay,akkoma,3.13.1,6,4,5,1334
a.tela.moe,akkoma,3.9.3-28-g9d7c877d,6,3,4,18935
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,75555
life.starly.blue,akkoma,3.13.1-0-gc02e343,6,4,5,849
rail.siberia.work,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,6062
social.fossee.net,akkoma,3.11.0,6,6,6,380
santadog.social,akkoma,3.9.3-0-g9d7c877,6,1,4,168
waow.cat,akkoma,3.12.2,6,6,6,110
psysocial.net,akkoma,3.11.0,6,0,1,0
social.alemi.dev,akkoma,3.12.0,6,2,3,584
soc.hyena.network,akkoma,3.13.1,6,1,1,182
awawa.club,akkoma,3.10.4-1-gebfb617b,5,3,4,3234
nerdcore.social,akkoma,3.12.0,5,1,1,9
akkoma.nl,akkoma,3.12.2-0-g26a91d5,5,3,4,60
social.baradoz.cloud,akkoma,3.10.4,5,1,3,1261
ponder.a.reallybigh.at,akkoma,3.12.2,5,5,5,109
akkoma.ascyltos.social,akkoma,3.12.2,5,4,4,89
final.town,akkoma,3.10.4-0-g0af8e93,5,5,5,4540
local.abtmtr.link,akkoma,3.10.4-0-gebfb617,5,5,13,2420
social.techn1k.de,akkoma,3.13.1-0-gc02e343,5,5,5,157
meowing.online,akkoma,3.3.1-0-gc6043c9ee-main,5,null,null,430
kitty.haus,akkoma,3.13.1,5,3,5,11142
typhy.club,akkoma,3.10.2-0-gba1ed37,5,1,3,353
sns.minovsky.space,akkoma,3.13.1,5,4,4,13657
p.umbriel.fr,akkoma,3.13.1,5,1,1,70810
pythonplayer123.xyz,akkoma,3.9.3-28-g9d7c877d,5,1,1,48
1d6.icu,akkoma,3.12.2-0-g26a91d5,5,3,3,26
vyos.social,akkoma,3.10.4,5,2,4,1197
yourwalls.today,akkoma,3.13.1,5,5,5,6926
tirnanog.space,akkoma,3.12.0,5,5,5,7865
princess.wedding,akkoma,3.12.0,5,5,5,3230
fedi.fourhappylions.com,akkoma,3.10.4,5,3,3,769
pleroma.elinvention.ovh,akkoma,3.13.1,5,4,6,1854
pleroma.neuromante.net,akkoma,3.13.1,5,1,2,7131
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5511
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,71
beep.flawbee.net,akkoma,3.10.3-197-g98f0820c-develop,5,4,4,632
obsidianrealm.club,akkoma,3.9.3-0-g9d7c877,5,1,1,17
outmo.de,akkoma,3.13.1,5,4,4,912
zia.io,akkoma,3.10.3-212-g6cc523bd-develop,5,2,2,276
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,5,4,4,8
oma.xy-space.de,akkoma,3.11.0,5,0,4,0
subby.solutions,akkoma,3.13.1-0-gc02e343,5,4,4,280
social.busterboys.net,akkoma,3.10.2,5,5,5,21
social.unitoo.it,akkoma,3.11.0,4,2,2,738
ostfrie.se,akkoma,3.12.2-0-g26a91d5,4,3,3,1009
yearning.gay,akkoma,3.11.0,4,4,4,3333
post.nuro.lol,akkoma,3.12.2,4,4,5,96
fedi.slimegirl.social,akkoma,3.11.0,4,4,5,2346
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,603
muuzikku.produkti.se,akkoma,3.10.4,4,1,2,1377
pl.inu.is,akkoma,3.9.3-28-g9d7c877d,4,2,3,77
hi.nighten.fr,akkoma,3.13.1-0-gc02e343,4,4,4,519
fedi.u2p.net,akkoma,3.10.4,4,3,3,1
social.nihil.gay,akkoma,3.12.0,4,4,4,1796
sapphic.engineer,akkoma,3.12.2,4,3,5,4399
hazymaze.club,akkoma,3.11.0,4,1,3,36
gay.lesaoras.xyz,akkoma,3.12.0,4,3,3,5290
social.rhumbs.fr,akkoma,3.8.0,4,4,4,961
galaxians.garden,akkoma,3.12.0,4,2,2,914
mirageisland.nl,akkoma,3.12.2,4,4,4,882
pl.dira.cc,akkoma,3.9.3-0-g7e45343-develop,4,0,1,3822
kneel.before.dog,akkoma,3.13.1,4,2,2,1187
ak.angelstrapped.com,akkoma,3.12.0,4,4,4,10095
social.vlhl.dev,akkoma,3.11.0-0-ga03f3a9,4,3,3,6579
va-11-hall-a.cafe,akkoma,3.13.1,4,3,3,15319
fedi.underpowe.red,akkoma,3.13.1,4,4,4,7
universe.feliver.se,akkoma,3.12.0,4,2,3,4455
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,120
social.bakdos.de,akkoma,3.12.2,4,2,4,58
akkoma.bat-pike.ts.net,akkoma,3.13.1,4,3,4,57
dergz.com,akkoma,3.11.0,4,2,3,28
ak.cute.rest,akkoma,3.12.2,4,3,3,133
lausitz.social,akkoma,3.8.0-0-gccae7ef,4,1,2,0
social.pagenstedt.de,akkoma,3.13.1,4,2,11,30089
divergence.pp.ua,akkoma,3.9.3,4,2,2,47
fediverse.elbehnon.de,akkoma,3.10.4-1-gebfb617b,4,2,4,12
fediverse.lavcorps.xyz,akkoma,3.10.4,4,1,2,10
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,2,5,34
akkoma.miaowi.ng,akkoma,3.10.2-0-gba1ed37,4,2,3,637
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,1,416
social.ragol.org,akkoma,3.10.4-0-gebfb617,4,3,3,408
f.openbdsm.org,akkoma,3.12.0,4,2,4,8
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,2,3,245
bemrose.social,akkoma,3.10.4-1-gebfb617b,4,3,3,199
akkoma.thesandbox.net,akkoma,3.11.0-develop,3,2,3,738
unstable.solutions,akkoma,3.11.0,3,3,3,3314
social.minbash.de,akkoma,3.12.2,3,1,2,36
fuzzyroots.net,akkoma,3.12.2-0-g26a91d5,3,2,3,744
social.violetmillie.me,akkoma,3.10.4,3,3,3,870
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,2,793
social.zell-mbc.com,akkoma,3.12.2,3,1,1,172
kyou.social,akkoma,3.11.0-0-ga03f3a9,3,1,3,11670
castoranxieux.ca,akkoma,3.13.1,3,1,2,149
remolino.town,akkoma,3.12.0-0-gd71d523,3,3,3,169
social.ventora.net,akkoma,3.12.2-0-g26a91d5,3,2,3,191
couch.beerriot.com,akkoma,3.13.1-1-g9309f453-no-fetch-with-local-limit-3-13-1,3,2,2,799
pleroma.chaoswit.ch,akkoma,3.13.1,3,4,4,3071
tinylad.social,akkoma,3.9.3-0-g9d7c877,3,2,3,352
ak.gensokyo.shop,akkoma,3.13.1,3,4,4,192
toot.j3b.in,akkoma,3.9.3-0-g9d7c877,3,1,2,74
stroud.social,akkoma,3.11.0,3,3,3,117
notes.whatthefuck.computer,akkoma,3.12.2,3,3,3,3382
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,2,2,1595
distraction.party,akkoma,3.12.0-356-g71fb74d4,3,1,1,2959
forcefemm.ing,akkoma,3.10.4-1-gebfb617b,3,2,2,43
fedi.system64.dev,akkoma,3.13.1-0-gc02e343,3,3,3,1533
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,3,5,8059
dlvn.cc,akkoma,3.13.1,3,2,5,216
a.soopy.moe,akkoma,3.13.1,3,1,1,62
social.wuatek.is,akkoma,3.13.1,3,2,2,1194
catgirl.farm,akkoma,3.13.1,3,3,3,1766
akkos.fritu.re,akkoma,3.13.1-319-gc02e3432,3,1,1,2368
akkoma.xn--pikabl-0xa.se,akkoma,3.13.1,3,2,3,346
t.hermine.in,akkoma,3.11.0-0-ga03f3a9,3,1,1,544
yap.nishy.fr,akkoma,3.10.4-1-gebfb617b,3,0,1,2
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3266
rebel.iero.org,akkoma,3.10.4-0-gebfb617,3,2,2,652
akkoma.yae.gay,akkoma,3.10.4-1-gebfb617b,3,1,4,111
introspection.social,akkoma,3.13.1,3,3,3,0
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
akko.lightnovel-dungeon.de,akkoma,3.12.0,3,1,2,1903
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1143
akm.worldc.one,akkoma,3.10.4-1-gebfb617b,3,2,2,189
ambrosia.cafe,akkoma,3.12.2-0-g26a91d5,3,2,2,754
soc.kouett.net.eu.org,akkoma,3.12.0-0-gd71d523,3,3,3,16905
demons.social,akkoma,3.10.4-0-gebfb617,3,2,3,17
falk.city,akkoma,3.11.0-0-ga03f3a9,3,3,3,58
akkoma.kawaiizenbo.me,akkoma,3.13.1-0-gc02e343,3,2,3,133
fedi.splatoon3.ink,akkoma,3.7.1,3,null,null,10722
fedi.quiet.horse,akkoma,3.10.4-1-gebfb617b,3,3,3,3704
fedi.aria.dog,akkoma,3.12.0-0-gd71d523,3,3,3,7026
akko.erincandescent.net,akkoma,3.12.2,3,2,3,906
akkoma.chez.chat,akkoma,3.5.0-26-g54fdf3a5,3,null,null,564
social.sqrts.net,akkoma,3.13.1-0-gc02e343,3,1,3,141
ak.kumis.industries,akkoma,3.13.1-0-gc02e343,3,2,4,813
soc.haj.gay,akkoma,3.11.0-0-ga03f3a9,3,2,3,500
f.matdoes.dev,akkoma,3.12.2,3,2,3,76
lotor.network,akkoma,3.10.4,3,2,2,6162
social.notandy.de,akkoma,3.13.1-0-gc02e343,3,2,2,0
stoner.cafe,akkoma,3.13.1-0-gc02e343,3,2,5,1
fedi.girlth.ing,akkoma,3.13.1,3,2,3,18
wb.kunjk.top,akkoma,3.13.1-0-gc02e343,3,3,3,8
hollypop.xyz,akkoma,3.10.4-1-gebfb617b,3,1,2,1367
omemoji.net,akkoma,3.12.2-0-g26a91d5,2,1,1,224
km.produkti.se,akkoma,3.12.2,2,2,2,222
tuxz.one,akkoma,3.10.3,2,0,0,981
opayq.social,akkoma,3.8.0,2,1,2,87
akkoma.4869.homes,akkoma,3.13.1,2,2,3,66
akkoma.becutewith.me,akkoma,3.13.1,2,2,2,65
avery.garden,akkoma,3.12.2,2,2,2,1214
pleroma.frickalou.com,akkoma,3.11.0,2,1,1,21
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,1,55
rapidsloth.xyz,akkoma,3.12.2-414-g7d89dba5-develop,2,1,2,1
akko.bussy.pics,akkoma,3.11.0,2,2,2,110
nocte.0am.jp,akkoma,3.10.4-0-gebfb617,2,1,2,876
akm.hora.win,akkoma,3.13.1,2,2,2,1145
spacelion.me,akkoma,3.12.2,2,1,2,388
toepi.moe,akkoma,3.10.2,2,1,1,1352
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,404
social.mitexleo.one,akkoma,3.13.1-0-gc02e343,2,2,2,368
awawa.cat,akkoma,3.10.4,2,1,2,844
a.doskel.net,akkoma,3.13.1,2,1,1,298
soc.feditime.com,akkoma,3.13.1,2,1,2,668
agora.echelon.pl,akkoma,3.11.0,2,1,1,11491
microbe.vital.org.nz,akkoma,3.13.1-0-gc02e343,2,1,1,3059
fedi.konsolenknecht.de,akkoma,3.13.1-0-gc02e343,2,1,2,2
void.0x0a.de,akkoma,3.13.1,2,1,2,324
enby.army,akkoma,3.12.0,2,2,2,12
bunnyanarchy.org,akkoma,3.10.4,2,2,2,5473
akko.contref.eu,akkoma,3.13.1,2,2,2,14
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
ak.kazuma.family,akkoma,3.13.1,2,2,2,1567
fedi.lamer-ethos.site,akkoma,3.13.1-0-gc02e343,2,1,1,1321
thepage.house,akkoma,3.12.0-0-gd71d523,2,2,2,2043
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,1,2,738
fedi.circuitlocution.com,akkoma,3.10.4,2,1,1,691
isnot.online,akkoma,3.9.2,2,1,1,188
teslam.in,akkoma,3.12.2,2,1,1,2222
social.tnhh.org,akkoma,3.12.2,2,2,2,864
pleroma.oook.fr,akkoma,3.10.4-1-gebfb617b,2,1,1,1356
akkoma.riley-tech.net,akkoma,3.9.3-0-g9d7c877,2,2,2,132
fedi.itepechi.me,akkoma,3.12.2+bnakkoma,2,1,2,71
fedi.triodug.com,akkoma,3.9.3-0-g9d7c877,2,1,1,3990
soc.7thmagic.net,akkoma,3.12.2-349-gb8393ad9-develop,2,2,2,2053
poly.cybre.city,akkoma,3.13.1-484-g76ded10a-develop,2,1,1,9241
social.shadowfacts.net,akkoma,3.12.0,2,2,2,17315
pars.ee,akkoma,3.13.1-466-g21a81e11-develop,2,2,2,5543
akkoma.dogphilosophy.net,akkoma,3.12.2-0-g26a91d5,2,1,2,236
p.changeme.fr.eu.org,akkoma,3.12.2,2,1,1,168
social.alster.space,akkoma,3.12.0-0-gd71d523,2,2,2,4378
loves.reisen,akkoma,3.13.1-484-g76ded10a-develop,2,1,1,115
solitary.social,akkoma,3.13.1,2,2,2,381
12xu.xyz,akkoma,3.13.1-0-gc02e343,2,2,2,31
fedi.redsky.monster,akkoma,3.13.1,2,2,2,319
pleroma.stuebinm.eu,akkoma,3.12.2,2,2,2,1767
sleepless.cafe,akkoma,3.10.4-1-gebfb617b,2,1,2,68
pl.fanyx.xyz,akkoma,3.9.3-heads-v3-9-3,2,1,1,536
gaylief.de,akkoma,3.13.1,2,2,2,103
ciql.net,akkoma,3.12.2-0-g26a91d5,2,1,2,17
akkoma.asdfzdfj.xyz,akkoma,3.13.1-466-g21a81e11-develop,2,1,2,21
netwatch.uk,akkoma,3.13.1-0-gc02e343,2,2,2,16
social.polynom.me,akkoma,3.10.4,2,1,2,45
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,72
pleroma.arbolitoloco.xyz,akkoma,3.13.1,2,1,2,14
social.lunasqu.ee,akkoma,3.12.2,2,1,2,262
f.aznas.eu.org,akkoma,3.10.4-1-gebfb617b,2,1,2,115
pouet.yazae.eu.org,akkoma,3.13.1,2,2,2,52
social.ratliff.space,akkoma,3.9.3-0-g9d7c877,2,1,1,1
kriwil.net,akkoma,3.13.1-0-gc02e343,2,2,2,48
fediverse.omaramin.me,akkoma,3.13.1,2,1,1,777
madr.it,akkoma,3.8.0,2,1,1,35
nrg2.net,akkoma,3.5.0-0-gd9508474b,2,null,null,4
nettles.social,akkoma,3.11.0,2,2,2,106
deep13.social,akkoma,3.11.0-0-ga03f3a9,2,1,2,108
fedi.owo.justdied.com,akkoma,3.13.1-0-g21a81e1,2,1,2,7015
fedi.inclementaviary.uk,akkoma,3.13.1-0-gc02e343,2,1,2,211
akkoma.newt.li,akkoma,3.10.4-1-gebfb617b,2,2,2,36
moonlit.city,akkoma,3.10.4-1-gebfb617b,2,2,2,113
fennec.town,akkoma,3.13.1-0-gc02e343,2,1,1,347
fedi.rubikoid.ru,akkoma,3.13.1,2,0,2,5
afinesour.social,akkoma,3.11.0-0-ga03f3a9,2,2,2,0
koko.micenest.xyz,akkoma,3.11.0-0-ga03f3a9,2,2,2,1282
trapped.genoq.org,akkoma,3.12.2,2,0,2,112
sith.is,akkoma,3.12.0-0-gd71d523,2,1,1,1
