domain,application ,version,accounts,MAU,HYAU,posts
froth.zone,akkoma,3.10.2-2212-g0d59cb6c-froth-akkoma,113,5,7,129078
landofkittens.social,akkoma,3.10.3-200-g5c164028-develop,100,7,15,75072
void.lgbt,akkoma,3.13.2-0-g050bc74,97,69,95,69296
cooltrans.men,akkoma,3.13.2,96,26,53,12335
bdx.town,akkoma,3.13.2-0-ga57c4ab,95,41,131,26418
headpat.cafe,akkoma,3.10.4-0-g0af8e93,95,11,25,894
qk.ci,akkoma,3.13.3-0-g963467f,90,67,91,41
social.translunar.academy,akkoma,3.13.2-0-g050bc74,84,58,80,219993
triangle.social,akkoma,3.13.1-512-gc02e3432,82,0,2,12882
social.kernel.org,akkoma,3.13.3,73,37,52,9939
kowelenz.social,akkoma,3.13.2-0-g050bc74,73,7,9,10183
akkomane.social,akkoma,3.11.0-0-ga03f3a9,71,31,53,2697
ihatebeinga.live,akkoma,3.14.1-756-gf6765684-oban-web,69,13,14,292098
pleasetf.me,akkoma,3.14.1,62,48,57,8099
corteximplant.net,akkoma,3.14.1-0-g5ae392f,59,37,59,9907
akko.unix.dog,akkoma,3.13.3,52,7,21,13123
ak.kawen.space,akkoma,3.14.1-0-gad92e50-develop,50,20,25,69648
foxy.social,akkoma,3.13.2,48,6,8,278
suya.place,akkoma,3.14.1-589-g6875c88e-suyaplace,44,23,32,49718
crimew.gay,akkoma,3.10.3-200-g5c164028-develop,44,14,25,63774
lebensraum.slavery.trade,akkoma,3.10.2,44,40,44,2030
channel.coolstation.space,akkoma,3.13.2-3-gdc2f0d3b-wl-stable,42,31,40,5003
gosuslugi.social,akkoma,3.8.0,40,5,7,219
spectreofcommunism.boo,akkoma,3.14.1-2-g5ae392fb,39,12,20,1874
woem.space,akkoma,3.14.0-0-g5f765f0,39,23,27,142262
uchu-teien.com,akkoma,3.13.3-673-g834edfcf-develop,39,11,20,16071
netzsphaere.xyz,akkoma,3.13.2-0-g050bc74,34,15,17,134802
pinksheep.org,akkoma,3.13.2-0-g050bc74,32,3,11,937
iscute.moe,akkoma,3.10.4,31,6,8,140959
posting.isincredibly.gay,akkoma,3.13.2,29,16,21,1806
akko.elysium.gay,akkoma,3.13.2,28,14,19,3283
akkoma.noellabo.jp,akkoma,3.14.0-0-g5f765f0,26,21,26,207
tailswish.industries,akkoma,3.13.2-2-gaca16730-tailswish,26,9,14,14042
pr.shc.kanagawa.jp,akkoma,3.13.2-12-gc0823e33-v3-13-2-fix,25,4,5,2442
shrine.moe,akkoma,3.13.2,24,9,16,13622
ng.cathoderay.tube,akkoma,3.13.2-0-g050bc74,24,14,15,7173
pleroma.chillout.chat,akkoma,3.14.0,23,1,3,340
florp.social,akkoma,3.13.2,23,19,22,1845
haxe.social,akkoma,3.14.0,23,4,7,110
blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,22,2,4,1218
sweet.succubi.services,akkoma,3.13.2,22,0,0,972
pleroma.viridianpatriots.com,akkoma,3.13.2-0-g5e92f95-develop,22,6,9,13765
myfriendsare.gay,akkoma,3.12.0,22,3,5,6575
kill-corporations.enterprises,akkoma,3.13.2-0-g050bc74,22,16,20,5564
xyzzy.link,akkoma,3.12.2-349-gb8393ad9-develop,20,10,16,35990
midnight.delivery,akkoma,3.7.1-0-gfef4bae,20,null,null,1036
novo-atlantis.null.media,akkoma,3.13.2,20,5,7,1385
akko.ssi.fyi,akkoma,3.13.2,20,6,9,190
akkoma.mellivora.social,akkoma,3.13.2-0-g8bbc4714e-wl-stable,20,12,19,3977
buff.tomboyfan.club,akkoma,3.13.2,19,5,9,13500
is.badat.dev,akkoma,3.13.3-675-g294de939-develop,19,2,3,45129
social.milhousfamily.com,akkoma,3.13.3,19,6,9,96
toot.hackrc.dev,akkoma,3.14.0-382-g32c9f8d0-develop,19,1,1,1360
yourwalls.today,akkoma,3.14.1-4-g9dd0eb46-walls,18,18,19,29722
agda.club,akkoma,3.13.2-0-g050bc74,18,3,5,357
social.qunn.eu,akkoma,3.14.1-0-g5ae392f,18,4,10,845
weague.awful.cloud,akkoma,3.13.2,18,15,18,1305
larkspur.one,akkoma,3.14.1-724-g566e1869-larkspur,17,6,9,4864
fedi.seriousbusiness.international,akkoma,3.13.2-0-g050bc74,17,9,11,8420
nightfeather.cafe,akkoma,3.13.2-0-g050bc74,17,11,17,1302
fedi.getimiskon.xyz,akkoma,3.13.2,16,7,11,31482
idealists.su,akkoma,3.10.4-1-gebfb617b,16,7,13,736
ilja.space,akkoma,3.14.1-727-gd56165c7-use-fep-c16b-formatting-mfm-functions,15,3,4,5886
crumb.lt,akkoma,3.13.2-0-g050bc74,15,13,19,1083
mar.archipielago.uno,akkoma,3.13.2,15,11,13,2606
java.duke.social,akkoma,3.14.1-2-g5ae392fb,15,13,16,4719
hellspawn.gay,akkoma,3.13.2-0-g050bc74,14,13,20,12929
akko.chir.rs,akkoma,3.14.1,14,7,8,13628
rail.siberia.work,akkoma,3.7.0-0-g9ebc138b9,14,null,null,11987
social.owotel.com,akkoma,3.9.3,14,1,5,174
fedi.on-a-ps4.lol,akkoma,3.13.2-0-g050bc74,13,7,13,1264
nyan.network,akkoma,3.13.2,13,5,8,9467
yearning.gay,akkoma,3.14.1-0-g5ae392f,13,11,12,16228
fedi.skladka.net,akkoma,3.5.0-0-gd9508474b,13,null,null,1696
meow.church,akkoma,3.10.3-0-g43c5fd5,12,4,7,435
fedi.reimu.info,akkoma,3.13.2-566-gb03edb4f-develop,12,6,9,16497
bv.umbrellix.org,akkoma,3.12.0,12,2,7,24770
1d6.icu,akkoma,3.13.2-0-g050bc74,12,7,12,435
s.awoo.dev,akkoma,3.12.0-0-g087d88f-develop,12,2,6,1201
akkoma.authenyo.xyz,akkoma,3.14.1-3-g0a159e19,12,13,13,1018
chirpr.terrenly.com,akkoma,3.10.4-1-gebfb617b,12,0,1,74
strelizia.net,akkoma,3.12.2-1646-gb467649a-akkoma,11,5,5,145920
fops.cloud,akkoma,3.14.1-0-g5ae392f,11,8,11,22489
3v.is,akkoma,3.10.2,11,3,5,355
bcn.fedi.cat,akkoma,3.13.1-0-gc02e343,11,10,10,4374
pl.comofas.org,akkoma,3.13.2,11,3,4,73
soc.noob.quest,akkoma,3.13.2,11,2,6,17742
ponder.a.reallybigh.at,akkoma,3.14.1-2-g5ae392fb,11,7,10,486
princess.wedding,akkoma,3.12.0,11,6,12,8106
pl.catboyindustries.co,akkoma,3.14.1-753-gb441251a-develop,11,4,4,799
fedi.underpowe.red,akkoma,3.14.0,11,5,9,197
letsrulethe.world,akkoma,3.13.2-0-g050bc74,11,1,4,76
a.jerl.zone,akkoma,3.7.1-0-gfef4bae,11,null,null,137
akkoma.questingbeast.fyi,akkoma,3.13.2-10-g8bbc4714-wl-stable,11,7,10,662
social.rjp.is,akkoma,3.13.3-674-gbbecfb8a-develop,10,7,7,40224
blimey.social,akkoma,3.14.1-0-g5ae392f,10,3,3,681
nerdfight.online,akkoma,3.13.2,10,6,7,7728
antani.pm,akkoma,3.13.3-675-g294de939-develop,10,3,3,3086
ak.zweitekassabitte.jetzt,akkoma,3.13.3-6-g96d0c20b-zkb,10,2,5,5046
h0tline.miami,akkoma,3.13.2-0-g050bc74,10,7,10,406
social.duniter.org,akkoma,3.13.2-0-g050bc74,10,1,8,5
ak.kumis.industries,akkoma,3.14.0-0-g5f765f0,10,8,8,8681
fedi.tilde.green,akkoma,3.13.2,10,4,5,258
p.girlc.at,akkoma,3.13.3,10,7,7,8096
ack.nerdfight.online,akkoma,3.13.2,10,6,7,7730
zy.gy,akkoma,3.10.4-3-g06971423-yf,9,4,4,8424
satania.social,akkoma,3.14.0,9,4,6,732
snack.social,akkoma,3.13.1,9,3,5,13778
cofe.rocks,akkoma,3.14.1-721-gad92e504-sn0w+PX,9,7,9,4299
otlab.dev,akkoma,3.13.2,9,5,6,502
waow.cat,akkoma,3.13.2,9,3,5,401
social.fossee.net,akkoma,3.11.0,9,6,7,971
club.ctrlist.org,akkoma,3.10.4,9,2,5,634
miku.place,akkoma,3.12.0-0-gd71d523,8,3,5,3529
akkoma.ascyltos.social,akkoma,3.13.2,8,3,5,147
social.nauk.io,akkoma,3.14.1-0-g5ae392f,8,3,4,1205
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,5,5,34427
social.wedistribute.org,akkoma,3.13.2-0-g050bc74,8,6,8,3036
social.anthropi.st,akkoma,3.13.1,8,4,5,501
fedi.kemonomimi.gay,akkoma,3.13.2,8,2,3,3179
fedi.isekai.rocks,akkoma,3.13.2,8,3,7,195
zia.io,akkoma,3.13.3-673-g834edfcf-develop,8,1,4,497
um.lugarzinho.top,akkoma,3.10.4,8,2,3,684
telex.disinfo.zone,akkoma,3.13.2,8,1,3,410
hasthebig.gay,akkoma,3.11.0-v3-13-3,8,1,2,94
social.harpia.red,akkoma,3.13.2,8,6,11,7231
akkoma.kawaiizenbo.me,akkoma,3.13.2-0-g050bc74,7,4,6,5831
introvert.social,akkoma,3.14.1-0-g5ae392f,7,1,1,1078
snake.cool,akkoma,3.13.2,7,3,3,75
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,7,null,null,99034
amble.quest,akkoma,3.10.4,7,4,4,1325
spacelion.me,akkoma,3.13.2,7,5,7,1153
awawa.club,akkoma,3.10.4-1-gebfb617b,7,5,5,3996
a.lufimianet.jp,akkoma,3.7.0-0-g9ebc138b9,7,null,null,3991
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,477
akko.cuddlegirls.cafe,akkoma,3.13.3-7-g88670213,7,3,5,7618
fedi.fourhappylions.com,akkoma,3.13.2,7,2,3,863
pouet.quebec,akkoma,3.10.4,7,0,2,5828
transfeminine.art,akkoma,3.14.0-0-g5f765f0,7,6,9,203
social.goatzone.net,akkoma,3.13.2,7,1,2,150
akko.shork.gay,akkoma,3.13.3-0-g963467f,7,6,7,5324
subby.solutions,akkoma,3.14.1-0-g5ae392f,6,4,4,3434
social.tudbut.de,akkoma,3.13.3-696-g92e9ca0f-develop,6,6,7,986
phantomthieves.net,akkoma,3.13.2-2-gf59132d5,6,4,4,3387
typhy.club,akkoma,3.10.2-0-gba1ed37,6,1,2,568
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,799
brotka.st,akkoma,3.14.0-719-g2e049037-develop,6,5,8,77453
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,4,4,251
social.nihil.gay,akkoma,3.12.0,6,4,6,2609
raki.club,akkoma,3.13.1-0-gc02e343,6,1,1,499
em.erge.to,akkoma,3.13.3,6,4,4,506
akko.lea.moe,akkoma,3.13.2-0-g050bc74,6,1,1,11
oopsall.gay,akkoma,3.14.0-8-g5f765f05,6,2,4,1523
a.tela.moe,akkoma,3.13.2,6,4,4,30947
class.lunanova.dev,akkoma,3.13.2,6,4,6,7002
life.starly.blue,akkoma,3.14.1-0-g5ae392f,6,4,4,1210
akkoma.flyerdonut.net,akkoma,3.13.3-197-g2b9109a6-ioFix,6,3,5,65193
outmo.de,akkoma,3.13.3,6,5,6,1304
santadog.social,akkoma,3.9.3-0-g9d7c877,6,3,4,178
brettvormkopf.de,akkoma,3.14.0,6,1,2,557
eggyolk.party,akkoma,3.13.3-0-g963467f,6,2,5,34
meow.morecats.net,akkoma,3.13.3-0-g963467f,6,4,5,2
akkoma.meows.gay,akkoma,3.10.4,6,3,7,70441
idiomdrottning.org,akkoma,3.14.1-2-g5ae392fb,6,3,4,18185
a.bloodyno.se,akkoma,3.13.3,6,6,6,9842
social.privacypolicyga.me,akkoma,3.13.3,6,7,7,28
akkoma.tomkrizan.com,akkoma,3.13.2,6,5,6,174
fedi.aria.dog,akkoma,3.13.3-0-g963467f,6,5,5,12128
social.techn1k.de,akkoma,3.14.1-0-g5ae392f,6,4,6,427
people.unfoo.net,akkoma,3.12.2,6,2,2,75
kitty.haus,akkoma,3.14.1-5-g8a9f522f,5,1,2,15741
nerdcore.social,akkoma,3.14.0,5,1,1,11
social.baradoz.cloud,akkoma,3.10.4,5,1,1,1294
fedi.worf.win,akkoma,3.13.2,5,3,3,648
awawa.cat,akkoma,3.10.4,5,3,3,1079
p.umbriel.fr,akkoma,3.13.3-175-g0fb19896,5,1,1,71772
ak.angelstrapped.com,akkoma,3.13.3-3-g585b2389-angelstrapped,5,4,5,13440
vyos.social,akkoma,3.10.4,5,1,3,1212
galaxians.garden,akkoma,3.13.3-1-g5a8a35f9,5,3,5,1475
sns.minovsky.space,akkoma,3.13.3-673-g834edfcf-develop,5,3,4,20774
tirnanog.space,akkoma,3.14.0,5,4,6,12184
final.town,akkoma,3.10.4-0-g0af8e93,5,3,5,8407
pleroma.elinvention.ovh,akkoma,3.13.2,5,2,4,1918
pleroma.neuromante.net,akkoma,3.13.2,5,1,1,7627
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,86
fediverse.elbehnon.de,akkoma,3.13.2,5,3,4,18
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5511
beep.flawbee.net,akkoma,3.13.2-614-g3ff0f46b-develop,5,4,4,987
cryptid.cafe,akkoma,3.13.3,5,3,3,223
microbe.vital.org.nz,akkoma,3.14.1-0-g5ae392f,5,1,4,4930
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,5,1,1,20
bemrose.social,akkoma,3.10.4-1-gebfb617b,5,1,2,635
f.openbdsm.org,akkoma,3.13.3,5,3,3,20
oma.xy-space.de,akkoma,3.11.0,5,0,0,0
social.unitoo.it,akkoma,3.13.3,4,1,2,666
soc.feditime.com,akkoma,3.13.3,4,4,4,1443
ostfrie.se,akkoma,3.12.2-0-g26a91d5,4,3,3,1186
pl.inu.is,akkoma,3.13.1,4,3,3,80
social.violetmillie.me,akkoma,3.10.4,4,2,4,1298
hi.nighten.fr,akkoma,3.13.2-0-g050bc74,4,1,3,999
sapphic.engineer,akkoma,3.12.2,4,2,4,4409
hazymaze.club,akkoma,3.11.0,4,1,1,40
gay.lesaoras.xyz,akkoma,3.13.3,4,1,1,5415
notes.whatthefuck.computer,akkoma,3.13.2,4,4,4,4476
kneel.before.dog,akkoma,3.13.3,4,2,2,1673
nocte.0am.jp,akkoma,3.13.3-0-g963467f,4,1,1,979
dlvn.cc,akkoma,3.14.1-2-g5ae392fb,4,4,6,531
luna.vg,akkoma,3.14.1-2-g5ae392fb,4,1,1,12684
fediverse.lavcorps.xyz,akkoma,3.10.4,4,1,1,11
akkoma.yae.gay,akkoma,3.10.4-1-gebfb617b,4,1,2,176
lausitz.social,akkoma,3.8.0-0-gccae7ef,4,1,1,0
norn.moe,akkoma,3.13.3,4,3,4,124
va-11-hall-a.cafe,akkoma,3.14.1,4,3,3,15768
universe.feliver.se,akkoma,3.13.2,4,3,3,4944
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,123
stoner.cafe,akkoma,3.13.3-0-g963467f,4,3,4,3
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,1,2,45
social.bakdos.de,akkoma,3.14.1-2-g5ae392fb,4,3,3,70
duckchat.me,akkoma,3.13.2,4,2,4,2
lesbian.school,akkoma,3.13.2-0-g050bc74,4,3,5,50
ak.cute.rest,akkoma,3.13.2,4,3,3,135
fedi.anarchy.moe,akkoma,3.13.2,4,4,4,1098
forcefemm.ing,akkoma,3.13.3,4,2,2,846
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,1,435
akkoma.miaowi.ng,akkoma,3.13.2-0-g050bc74,4,1,3,693
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,2,2,281
social.emarhavil.com,akkoma,3.13.2,4,1,4,78
hub.islamhowto.com,akkoma,3.14.1-3-g4f429623,4,2,4,1
portal.gb0.dev,akkoma,3.14.1-2-g5ae392fb,4,4,4,728
ak.auriga.dev,akkoma,3.13.2-0-g2d44366da,4,1,3,3
halo.heavenwurld.net,akkoma,3.13.2,4,2,4,7
akkoma.thesandbox.net,akkoma,3.14.1,3,1,3,992
akko.lightnovel-dungeon.de,akkoma,3.13.3,3,1,1,2948
stroud.social,akkoma,3.13.2,3,3,3,257
tinylad.social,akkoma,3.13.2-0-g050bc74,3,2,3,1060
post.nuro.lol,akkoma,3.13.2,3,3,3,500
distraction.party,akkoma,3.14.1-759-g46c76359,3,1,1,4663
unstable.solutions,akkoma,3.11.0,3,2,2,4087
social.minbash.de,akkoma,3.12.2,3,0,2,43
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,1,2,1928
fuzzyroots.net,akkoma,3.13.2-0-g050bc74,3,1,2,882
akk.fedcast.ch,akkoma,3.14.1-0-g5ae392f,3,1,3,3107
couch.beerriot.com,akkoma,3.14.0,3,2,2,1293
social.zell-mbc.com,akkoma,3.14.1-721-gad92e504,3,1,1,239
castoranxieux.ca,akkoma,3.13.2,3,1,2,30
remolino.town,akkoma,3.13.3-0-g963467f,3,3,3,168
social.ventora.net,akkoma,3.13.3-0-g963467f,3,1,2,290
pleroma.chaoswit.ch,akkoma,3.13.2,3,3,3,246
social.vlhl.dev,akkoma,3.12.2,3,2,4,18049
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,2,2,13723
akkoma.xn--pikabl-0xa.se,akkoma,3.14.0,3,2,2,578
fedi.lamer-ethos.site,akkoma,3.13.1-0-gc02e343,3,1,2,1390
social.wuatek.is,akkoma,3.13.3,3,2,2,1544
12xu.xyz,akkoma,3.14.1-0-g5ae392f,3,2,3,627
t.hermine.in,akkoma,3.14.1-0-g5ae392f,3,1,1,576
akkm.moongazer.net,akkoma,3.14.1-0-g5ae392f,3,3,3,828
ambrosia.cafe,akkoma,3.13.2-0-g050bc74,3,2,2,811
fedi.rubikoid.ru,akkoma,3.13.2,3,1,1,11
fedi.pregnant.horse,akkoma,3.13.2-0-g050bc74,3,2,3,154
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3739
lotor.network,akkoma,3.13.2,3,2,2,7854
ublog.kimapr.net,akkoma,3.13.2,3,3,3,1462
akko.innumerable-wounds.com,akkoma,3.13.3-0-g963467f,3,3,3,19
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1279
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
akkoma.chez.chat,akkoma,3.13.3-0-g294de93,3,3,3,972
soc.kouett.net.eu.org,akkoma,3.13.3-0-g963467f,3,3,3,20626
social.fringesec.ca,akkoma,3.13.2-0-g050bc74,3,3,3,179
akkoma.paranoiamachinery.com,akkoma,3.13.1,3,2,2,569
a.pancaketown.net,akkoma,3.13.2,3,1,3,63
sherlockholmes.social,akkoma,3.10.2,3,2,3,3241
industryplant.club,akkoma,3.13.3,3,3,4,250
fedi.enbyinsi.de,akkoma,3.14.0-8-g5f765f05,3,2,2,950
akko.erincandescent.net,akkoma,3.13.2,3,2,2,2621
social.sqrts.net,akkoma,3.13.3-0-g963467f,3,1,3,184
fedi.quiet.horse,akkoma,3.13.2,3,2,2,6694
social.notandy.de,akkoma,3.14.1-0-g5ae392f,3,2,2,0
soc.haj.gay,akkoma,3.11.0-0-ga03f3a9,3,2,2,554
ap.nil.im,akkoma,3.13.2,3,1,3,1636
f.matdoes.dev,akkoma,3.13.2,3,2,3,314
akko.drgn.gay,akkoma,3.13.2,3,3,3,477
social.chicken.rip,akkoma,3.13.2,3,0,3,1
silvernight.social,akkoma,3.13.3,3,1,1,5365
pa.akirin.xyz,akkoma,3.13.2-0-gbee10ea-develop,3,0,3,8
omemoji.net,akkoma,3.14.1-0-g5ae392f,2,2,2,344
social.shadowfacts.net,akkoma,3.14.1-2-g5ae392fb,2,2,2,18390
mastodon.myfed.space,akkoma,3.14.1-2-g5ae392fb,2,2,2,9
opayq.social,akkoma,3.8.0,2,2,3,58
cuche.cc,akkoma,3.14.1-0-g5ae392f,2,2,2,446
akkoma.4869.homes,akkoma,3.14.1-2-g5ae392fb,2,2,2,2375
akkoma.becutewith.me,akkoma,3.13.2,2,2,2,171
pleroma.frickalou.com,akkoma,3.11.0,2,1,1,22
a.n0id.space,akkoma,3.14.1-0-g5ae392f,2,2,2,13584
social.alster.space,akkoma,3.14.0-0-g5f765f0,2,2,2,4231
fedi.itepechi.me,akkoma,3.13.2+bnakkoma,2,1,2,90
toepi.moe,akkoma,3.13.2,2,1,2,1353
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,405
akkoma.yokkin.com,akkoma,3.13.3,2,2,3,282
agora.echelon.pl,akkoma,3.13.2,2,1,1,14077
fedi.pavluk.org,akkoma,3.13.2,2,1,2,1019
km.produkti.se,akkoma,3.14.0,2,1,1,2576
glegle.party,akkoma,3.13.2,2,1,1,33
fedi.konsolenknecht.de,akkoma,3.14.1-0-g5ae392f,2,2,2,0
void.0x0a.de,akkoma,3.13.2,2,1,1,383
enby.army,akkoma,3.12.0,2,2,2,29
avery.garden,akkoma,3.13.2,2,2,2,21
thepage.house,akkoma,3.12.0-0-gd71d523,2,2,2,2746
social.ccw.icu,akkoma,3.14.0,2,2,2,193
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
pars.ee,akkoma,3.13.1-466-g21a81e11-develop,2,2,2,6023
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,0,1,738
soc.megatokyo.moe,akkoma,3.14.1-0-g5ae392f,2,2,2,621
social.jlinuxer.org,akkoma,3.13.3-673-g834edfcf-develop,2,1,2,1351
