domain,application,version,accounts,MAU,HYAU,posts
aprelay.real-ity.com,activityrelay, 0.2.2 729477820fec4ac29e232eabc1a8421e088b945c,1,null,null,0
relay.adtension.com,activityrelay, 0.2.4,1,0,0,0
fakerelay.helvetet.eu,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
relay.collabfc.com,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
relay.skinheads.social,activityrelay, 0.3.2,1,0,0,0
germanrelay.collabfc.com,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
italyrelay.collabfc.com,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
spainrelay.collabfc.com,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
relayfrance.collabfc.com,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
relayholland.collabfc.com,activityrelay, 0.2.4 eea7dc81eaba43aeb90b9304e9d4cb12e6b6ef1b,1,0,0,0
pubrelay.moegirl.live,activityrelay, 0.1 26a6d80227e3f339e7f286d67afe40537e88cfa5,1,null,null,0
relay.girino.org,activityrelay, 0.3.2,1,0,0,0
relay.joelle.us,activityrelay, 0.2.2,1,null,null,0
c9e664de3c4640278b5024636d29d8e3.gothloli.club,activityrelay, 0.1 26a6d80227e3f339e7f286d67afe40537e88cfa5,1,null,null,0
fe.disroot.org,akkoma,3.14.1-0-g5ae392f,3135,393,1219,47942
blob.cat,akkoma,3.13.2-0-gcccd7450e-blob,1924,96,186,668119
pleroma.noellabo.jp,akkoma,3.15.2-1291-g3e5049b8-noeroma,1574,16,48,24554
fedi.absturztau.be,akkoma,3.15.1-805-g59ea358e-develop,1366,90,153,925975
genserver.social,akkoma,3.15.1-0-g7eec493,1033,53,147,8754
outerheaven.club,akkoma,3.15.1-0-g7eec493,857,101,158,544090
miraiverse.xyz,akkoma,3.15.2-0-g5bceb1d,762,68,130,59296
nixnet.social,akkoma,3.13.2-0-g050bc74,322,23,42,29724
kooapp.org,akkoma,3.13.2,313,38,310,3655
pleroma.envs.net,akkoma,3.15.2-0-g5bceb1d,287,58,96,61292
tube.nixgoat.me,akkoma,3.13.2-0-g050bc74,236,17,36,35628
live.nixgoat.me,akkoma,3.13.2-0-g050bc74,236,17,36,35628
seafoam.space,akkoma,3.13.2-0-g050bc74,235,18,36,35600
neo.seafoam.space,akkoma,3.13.2-0-g050bc74,235,18,36,35600
labyrinth.zone,akkoma,3.15.1,219,97,172,198113
ak.vern.cc,akkoma,3.15.1,181,3,16,22154
donotsta.re,akkoma,3.15.2-0-g5bceb1d,161,66,95,90177
brain.worm.pink,akkoma,3.15.2-0-gc8bb82b72,151,49,99,93439
infosec.place,akkoma,3.15.2,129,22,35,5246
akko.wtf,akkoma,3.15.2-1152-g5b9011aa-akko-wtf,126,51,73,210926
lesbi.in,akkoma,3.13.2,119,4,10,14049
froth.zone,akkoma,3.15.2-2837-g7a07abef-akkoma,113,5,9,131309
bdx.town,akkoma,3.15.2-0-g5afdf46,104,28,112,27777
cooltrans.men,akkoma,3.13.2,101,25,50,14434
void.lgbt,akkoma,3.13.2-0-g050bc74,100,61,90,77804
landofkittens.social,akkoma,3.10.3-200-g5c164028-develop,100,5,12,79440
headpat.cafe,akkoma,3.15.1-0-g7eec493,97,16,22,986
social.translunar.academy,akkoma,3.15.2-0-g5bceb1d,97,64,92,216234
kowelenz.social,akkoma,3.15.1-0-g7eec493,78,7,9,10455
akkomane.social,akkoma,3.11.0-0-ga03f3a9,75,25,51,3203
social.kernel.org,akkoma,3.15.2,74,36,55,11266
mycrowd.ca,akkoma,3.15.2,71,11,28,6684
ihatebeinga.live,akkoma,3.15.2-820-g74182abb-develop,70,13,15,292638
corteximplant.net,akkoma,3.14.1-0-g5ae392f,68,36,55,14123
pleasetf.me,akkoma,3.15.2,68,49,63,12258
pl.m0e.space,akkoma,3.13.2-614-g3ff0f46b-develop,65,17,31,9422
akko.unix.dog,akkoma,3.13.3,52,2,19,13123
ak.kawen.space,akkoma,3.15.1-0-gfc2c740-develop,51,19,24,73916
foxy.social,akkoma,3.13.2,50,7,9,280
lebensraum.slavery.trade,akkoma,3.10.2,50,36,49,2037
kit.cafe,akkoma,3.14.1-2-g5ae392fb,49,52,66,3379
suya.place,akkoma,3.15.2-695-g54d568aa-suyaplace,48,28,34,57538
crimew.gay,akkoma,3.10.3-200-g5c164028-develop,44,13,22,63870
channel.coolstation.space,akkoma,3.13.2-3-gdc2f0d3b-wl-stable,43,26,39,7280
gosuslugi.social,akkoma,3.8.0,40,6,9,279
uchu-teien.com,akkoma,3.15.2,40,13,21,17733
woem.space,akkoma,3.15.2,40,21,29,156116
pinksheep.org,akkoma,3.15.2-0-g5bceb1d,34,3,9,1015
netzsphaere.xyz,akkoma,3.15.2-0-g5bceb1d,34,12,20,148428
akkoma.noellabo.jp,akkoma,3.15.2-0-g5bceb1d,33,15,35,388
posting.isincredibly.gay,akkoma,3.15.2+wl1,33,15,26,2709
iscute.moe,akkoma,3.10.4,30,5,8,140605
akko.elysium.gay,akkoma,3.13.2,28,10,16,3229
tailswish.industries,akkoma,3.13.2-2-gaca16730-tailswish,26,8,13,14009
pr.shc.kanagawa.jp,akkoma,3.13.2-12-gc0823e33-v3-13-2-fix,25,1,4,2443
ng.cathoderay.tube,akkoma,3.15.1-0-g7eec493,25,17,18,7625
blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,24,3,4,1256
fedi.lecturify.net,akkoma,3.15.1-808-gfc2c7400-develop,24,4,6,6561
florp.social,akkoma,3.15.2,23,16,22,2221
haxe.social,akkoma,3.14.0,23,3,6,139
kill-corporations.enterprises,akkoma,3.15.2-0-g5bceb1d,22,9,21,6563
sweet.succubi.services,akkoma,3.13.2,22,0,0,972
pleroma.viridianpatriots.com,akkoma,3.15.1-0-g7eec493,22,4,9,13762
myfriendsare.gay,akkoma,3.12.0,22,4,5,7673
midnight.delivery,akkoma,3.7.1-0-gfef4bae,22,null,null,1036
idealists.su,akkoma,3.10.4-1-gebfb617b,21,8,17,694
xyzzy.link,akkoma,3.15.1,21,10,13,39712
hellspawn.gay,akkoma,3.15.1-0-g7eec493,20,16,22,15172
novo-atlantis.null.media,akkoma,3.13.2,20,5,6,1285
fff.fo.am,akkoma,3.14.1-0-g4c41f8c-develop,20,6,11,1699
akkoma.mellivora.social,akkoma,3.15.1-0-g4b959437f-wl-stable,20,12,18,5099
shrine.moe,akkoma,3.15.2,19,8,11,16520
agda.club,akkoma,3.13.2-0-g050bc74,19,1,5,403
larkspur.one,akkoma,3.15.1-811-gd7aec9f2-larkspur,19,6,9,5100
is.badat.dev,akkoma,3.15.1-808-gfc2c7400-develop,19,2,2,46201
toot.hackrc.dev,akkoma,3.14.0-382-g32c9f8d0-develop,19,1,1,1378
weague.awful.cloud,akkoma,3.13.2,19,14,18,1949
social.qunn.eu,akkoma,3.15.2-0-g5bceb1d,18,5,9,1012
fedi.seriousbusiness.international,akkoma,3.15.2-0-g5bceb1d,18,7,11,9368
yourwalls.today,akkoma,3.15.2-22-gdf737d1e-yourwalls-today,17,13,19,35592
bcn.fedi.cat,akkoma,3.14.1-0-g5ae392f,17,14,16,5139
java.duke.social,akkoma,3.15.1,17,11,17,18505
nightfeather.cafe,akkoma,3.13.2-0-g050bc74,17,11,14,1458
baphomets.faith,akkoma,3.15.2,17,18,18,910
fedi.getimiskon.xyz,akkoma,3.13.2,16,5,11,32294
rail.siberia.work,akkoma,3.7.0-0-g9ebc138b9,16,null,null,14599
mar.archipielago.uno,akkoma,3.13.2,16,13,14,3026
ilja.space,akkoma,3.15.2-830-g96281259-ilja-space,15,3,5,6052
akko.chir.rs,akkoma,3.15.2,15,6,7,14202
1d6.icu,akkoma,3.14.1-0-g5ae392f,15,8,11,559
novaparis.art.br,akkoma,3.15.1-0-g7eec493,15,8,18,753
yearning.gay,akkoma,3.15.2-0-g5bceb1d,14,8,13,17015
social.owotel.com,akkoma,3.15.1,14,3,4,177
meow.church,akkoma,3.10.3-0-g43c5fd5,13,2,6,459
nyan.network,akkoma,3.15.1,13,7,7,10715
fedi.on-a-ps4.lol,akkoma,3.15.2-0-g5bceb1d,12,6,11,1142
fedi.reimu.info,akkoma,3.13.2-566-gb03edb4f-develop,12,6,8,17771
fops.cloud,akkoma,3.15.2-0-g5bceb1d,12,9,11,26627
bv.umbrellix.org,akkoma,3.12.0,12,4,7,25185
nerdfight.online,akkoma,3.14.1-0-g5ae392f,12,8,8,8172
em.erge.to,akkoma,3.15.2,12,5,11,766
ak.kumis.industries,akkoma,3.15.2-0-g5bceb1d,12,8,12,13803
s.awoo.dev,akkoma,3.12.0-0-g087d88f-develop,12,2,6,1232
ack.nerdfight.online,akkoma,3.14.1-0-g5ae392f,12,8,8,8191
chirpr.terrenly.com,akkoma,3.10.4-1-gebfb617b,12,1,1,74
akkoma.questingbeast.fyi,akkoma,3.13.2-10-g8bbc4714-wl-stable,12,7,11,714
princess.wedding,akkoma,3.12.0,12,6,10,9899
strelizia.net,akkoma,3.13.2-1808-g2342712d-akkoma,11,5,6,152330
blimey.social,akkoma,3.15.2-0-g5bceb1d,11,4,4,623
fedi.catto.garden,akkoma,3.15.1,11,8,10,2430
3v.is,akkoma,3.10.2,11,1,6,356
pl.comofas.org,akkoma,3.13.2,11,2,3,74
ponder.a.reallybigh.at,akkoma,3.14.1-2-g5ae392fb,11,6,7,596
pl.catboyindustries.co,akkoma,3.15.2-851-g39e0b255-develop,11,3,4,901
h0tline.miami,akkoma,3.13.2-0-g050bc74,11,5,10,430
fedi.underpowe.red,akkoma,3.15.1-0-g7eec493,11,4,9,196
social.duniter.org,akkoma,3.13.2-0-g050bc74,11,3,9,7
fedi.tilde.green,akkoma,3.15.2,11,5,6,1088
letsrulethe.world,akkoma,3.15.1-0-g7eec493,11,1,3,76
a.jerl.zone,akkoma,3.7.1-0-gfef4bae,11,null,null,139
antani.pm,akkoma,3.14.1-721-gad92e504-develop,10,3,3,6007
social.rjp.is,akkoma,3.15.2,10,5,7,41802
awawa.club,akkoma,3.10.4-1-gebfb617b,10,7,8,3009
social.tudbut.de,akkoma,3.13.3-696-g92e9ca0f-develop,10,8,11,1301
ak.zweitekassabitte.jetzt,akkoma,3.15.1-8-g61a0353e-zkb,10,3,6,5712
p.girlc.at,akkoma,3.14.1-2-g5ae392fb,10,7,7,9322
zy.gy,akkoma,3.10.4-3-g06971423-yf,9,2,4,10300
akkoma.ascyltos.social,akkoma,3.15.2,9,3,4,152
cofe.rocks,akkoma,3.15.1-806-g522a168a-sn0w+PX,9,6,8,4819
snack.social,akkoma,3.13.1,9,3,5,14048
transfeminine.art,akkoma,3.15.2-0-g5bceb1d,9,6,10,856
kitty.haus,akkoma,3.15.2-109-g6a05a924,9,2,3,15880
waow.cat,akkoma,3.15.2,9,2,4,407
zia.io,akkoma,3.14.1-760-g35526385-develop,9,2,6,719
otlab.dev,akkoma,3.15.2,9,6,6,511
club.ctrlist.org,akkoma,3.10.4,9,3,3,634
duckchat.me,akkoma,3.13.2,9,4,9,8
social.nauk.io,akkoma,3.15.2-0-g5bceb1d,8,2,4,1211
trans.enby.town,akkoma,3.15.1-808-gfc2c7400-develop,8,3,5,34440
social.anthropi.st,akkoma,3.13.1,8,5,5,347
fedi.kemonomimi.gay,akkoma,3.13.2,8,3,3,3286
social.wedistribute.org,akkoma,3.13.2-0-g050bc74,8,7,7,3463
miku.place,akkoma,3.12.0-0-gd71d523,8,3,4,3534
transfem.boywife.top,akkoma,3.15.1-0-g7eec493,8,7,8,758
hasthebig.gay,akkoma,3.15.1,8,1,1,95
telex.disinfo.zone,akkoma,3.15.2,8,2,3,419
social.fossee.net,akkoma,3.11.0,8,4,6,940
um.lugarzinho.top,akkoma,3.10.4,8,2,3,735
social.harpia.red,akkoma,3.13.2,8,3,7,7629
akko.shork.gay,akkoma,3.13.3-0-g963467f,8,6,8,9876
pouet.quebec,akkoma,3.10.4,8,3,3,9189
introvert.social,akkoma,3.15.2-0-g5bceb1d,7,1,1,1141
snake.cool,akkoma,3.13.2,7,1,3,85
a.bloodyno.se,akkoma,3.13.3,7,6,9,18969
cryptid.cafe,akkoma,3.13.3,7,5,6,821
amble.quest,akkoma,3.10.4,7,3,4,1378
a.lufimianet.jp,akkoma,3.7.0-0-g9ebc138b9,7,null,null,4313
brotka.st,akkoma,3.15.2,7,6,9,85512
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,7,null,null,108625
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,509
akko.cuddlegirls.cafe,akkoma,3.15.1-9-g8df98ec0,7,3,4,7543
fedi.fourhappylions.com,akkoma,3.13.2,7,2,4,950
santadog.social,akkoma,3.9.3-0-g9d7c877,7,5,6,184
akkoma.meows.gay,akkoma,3.10.4,7,3,5,85120
soc.runx.zip,akkoma,3.14.1-2-g5ae392fb,7,6,8,377
social.goatzone.net,akkoma,3.15.2,7,6,6,126
subby.solutions,akkoma,3.15.1-0-g7eec493,6,4,4,3769
social.techn1k.de,akkoma,3.15.2-0-g5bceb1d,6,5,6,474
idiomdrottning.org,akkoma,3.15.2,6,3,3,18809
akkoma.flyerdonut.net,akkoma,3.13.3-197-g2b9109a6-ioFix,6,3,5,69646
typhy.club,akkoma,3.10.2-0-gba1ed37,6,2,2,601
people.unfoo.net,akkoma,3.12.2,6,2,2,91
bemrose.social,akkoma,3.10.4-1-gebfb617b,6,1,2,834
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,3,4,324
raki.club,akkoma,3.14.1-0-g5ae392f,6,1,1,527
soc.hyena.network,akkoma,3.13.2,6,1,1,200
social.nihil.gay,akkoma,3.15.1,6,5,6,2801
akko.lea.moe,akkoma,3.13.2-0-g050bc74,6,1,1,11
class.lunanova.dev,akkoma,3.15.2,6,4,5,11201
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,850
oopsall.gay,akkoma,3.15.2,6,2,4,1622
a.tela.moe,akkoma,3.13.2,6,3,4,35043
pleroma.neuromante.net,akkoma,3.14.1-2-g5ae392fb,6,1,2,7709
life.starly.blue,akkoma,3.15.2-0-g5bceb1d,6,4,4,1287
fedi.pregnant.horse,akkoma,3.13.2-0-g050bc74,6,3,4,213
brettvormkopf.de,akkoma,3.14.0,6,1,2,611
social.privacypolicyga.me,akkoma,3.13.3,6,1,7,49
outmo.de,akkoma,3.15.1,6,3,5,1523
thighjob.org,akkoma,3.15.2-0-g5bceb1d,6,7,7,45
meow.morecats.net,akkoma,3.15.2-0-g5bceb1d,6,4,5,2
akkoma.tomkrizan.com,akkoma,3.13.2,6,5,6,314
fedi.aria.dog,akkoma,3.15.2-0-g5bceb1d,6,5,6,14733
junipurge.de,akkoma,3.15.2,6,4,6,79
nerdcore.social,akkoma,3.14.0,5,1,1,11
social.baradoz.cloud,akkoma,3.10.4,5,1,2,1294
final.town,akkoma,3.10.4-0-g0af8e93,5,3,5,9482
fedi.worf.win,akkoma,3.15.2,5,3,3,665
awawa.cat,akkoma,3.15.1-2-g6b65f816,5,4,4,1336
p.umbriel.fr,akkoma,3.15.2,5,1,1,72182
vyos.social,akkoma,3.10.4,5,0,3,1212
ak.angelstrapped.com,akkoma,3.15.1-5-g37a922a5-angelstrapped,5,4,5,14456
microbe.vital.org.nz,akkoma,3.15.2-0-g5bceb1d,5,1,3,5411
galaxians.garden,akkoma,3.15.2,5,3,4,1528
tirnanog.space,akkoma,3.14.0,5,4,5,13520
pleroma.elinvention.ovh,akkoma,3.13.2,5,3,3,1944
sns.minovsky.space,akkoma,3.15.2,5,4,4,24003
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5511
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,5,1,1,20
forcefemm.ing,akkoma,3.15.2,5,2,2,1034
fediverse.elbehnon.de,akkoma,3.13.2,5,1,3,19
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,89
beep.flawbee.net,akkoma,3.13.2-614-g3ff0f46b-develop,5,4,4,1088
norn.moe,akkoma,3.14.1-2-g5ae392fb,5,4,5,139
f.openbdsm.org,akkoma,3.13.3,5,3,4,39
social.unitoo.it,akkoma,3.13.3,4,2,2,627
soc.feditime.com,akkoma,3.15.2,4,3,4,1899
pl.inu.is,akkoma,3.13.1,4,2,3,80
social.zell-mbc.com,akkoma,3.15.2,4,3,3,260
hazymaze.club,akkoma,3.11.0,4,0,1,40
gay.lesaoras.xyz,akkoma,3.15.2-0-g5bceb1d,4,1,1,5453
notes.whatthefuck.computer,akkoma,3.13.2,4,4,4,4657
kneel.before.dog,akkoma,3.15.1,4,2,2,1792
hi.nighten.fr,akkoma,3.13.2-0-g050bc74,4,2,2,1161
luna.vg,akkoma,3.15.2,4,1,1,12817
akkoma.yokkin.com,akkoma,3.14.0,4,2,2,307
nerd.town,akkoma,3.13.2,4,2,3,24
va-11-hall-a.cafe,akkoma,3.15.2,4,3,3,15789
universe.feliver.se,akkoma,3.15.1,4,3,3,3636
fediverse.lavcorps.xyz,akkoma,3.15.2,4,1,1,12
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,123
fedi.anarchy.moe,akkoma,3.13.2,4,2,4,1144
ak.cute.rest,akkoma,3.15.2,4,3,3,135
pleroma.robertoszek.xyz,akkoma,3.13.2-0-g050bc74,4,1,1,1364
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,2,2,52
social.bakdos.de,akkoma,3.15.1,4,2,4,71
lesbian.school,akkoma,3.13.2-0-g050bc74,4,3,5,66
akkoma.miaowi.ng,akkoma,3.15.1-0-g7eec493,4,2,2,696
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,1,436
social.emarhavil.com,akkoma,3.13.2,4,1,4,110
fedi.enbyinsi.de,akkoma,3.14.0-8-g5f765f05,4,3,3,2360
hub.islamhowto.com,akkoma,3.14.1-3-g4f429623,4,0,2,2
portal.gb0.dev,akkoma,3.15.1,4,3,4,1092
stoner.cafe,akkoma,3.15.1-0-g7eec493,4,2,3,3
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,1,2,284
ak.auriga.dev,akkoma,3.13.2-0-g2d44366da,4,1,1,3
phantomthieves.net,akkoma,3.15.2,4,3,5,3934
sapphic.engineer,akkoma,3.12.2,4,1,2,4409
akko.lightnovel-dungeon.de,akkoma,3.15.1,3,1,1,3392
tinylad.social,akkoma,3.13.2-0-g050bc74,3,1,2,1135
fuzzyroots.net,akkoma,3.13.2-0-g050bc74,3,1,2,956
post.nuro.lol,akkoma,3.13.2,3,3,3,614
distraction.party,akkoma,3.15.2-866-g026571ac,3,1,1,5309
akko.isabelroses.com,akkoma,3.15.2,3,2,3,2902
social.minbash.de,akkoma,3.12.2,3,1,1,44
akk.fedcast.ch,akkoma,3.15.2-0-g5bceb1d,3,1,2,4829
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,2,2,2000
couch.beerriot.com,akkoma,3.15.2,3,2,2,1524
castoranxieux.ca,akkoma,3.15.2,3,1,2,19
remolino.town,akkoma,3.15.1-0-g7eec493,3,3,3,167
stroud.social,akkoma,3.13.2,3,3,3,418
social.ventora.net,akkoma,3.13.3-0-g963467f,3,1,2,321
akkm.moongazer.net,akkoma,3.15.2-0-g5bceb1d,3,3,3,1178
pleroma.chaoswit.ch,akkoma,3.15.2,3,3,3,134
social.vlhl.dev,akkoma,3.12.2,3,2,2,23583
ak.parcero.casa,akkoma,3.15.2-0-g5bceb1d,3,2,3,2923
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,2,3,15817
akkoma.xn--pikabl-0xa.se,akkoma,3.15.2,3,1,2,676
fedi.lamer-ethos.site,akkoma,3.15.2-0-g5bceb1d,3,1,1,1400
akkoma.thesandbox.net,akkoma,3.15.1,3,1,3,1151
social.wuatek.is,akkoma,3.15.2,3,3,3,1719
12xu.xyz,akkoma,3.15.1-0-g7eec493,3,2,2,880
t.hermine.in,akkoma,3.15.2-0-g5bceb1d,3,1,1,588
social.fringesec.ca,akkoma,3.14.1-0-g5ae392f,3,1,3,8
industryplant.club,akkoma,3.13.3,3,2,4,273
akkoma.paranoiamachinery.com,akkoma,3.13.1,3,2,2,678
nbh.ax,akkoma,3.14.1-2-g5ae392fb-latest-stable-version,3,3,3,2954
fedi.quiet.horse,akkoma,3.13.2,3,2,2,7750
silvernight.social,akkoma,3.13.3,3,1,1,5340
solitary.social,akkoma,3.14.0,3,0,3,621
soc.kouett.net.eu.org,akkoma,3.13.3-0-g963467f,3,3,3,22022
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3865
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1307
ublog.kimapr.net,akkoma,3.15.2,3,3,3,3163
ambrosia.cafe,akkoma,3.15.1-0-g7eec493,3,2,2,866
fedi.rubikoid.ru,akkoma,3.13.2,3,1,1,11
deep13.social,akkoma,3.15.2-0-g5bceb1d,3,1,3,223
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,3,null,null,2
sherlockholmes.social,akkoma,3.10.2,3,2,2,4118
volatile.whimsicalforest.net,akkoma,3.15.2-wf-79-gc5c25575-uff3aaa73e-trunk,3,3,3,47
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
semtex.social,akkoma,3.13.2,3,0,1,9
thegeneral.chat,akkoma,3.15.2,3,3,3,22
akkoma.chez.chat,akkoma,3.13.3-0-g294de93,3,3,3,1193
akko.innumerable-wounds.com,akkoma,3.15.2-0-g5bceb1d,3,3,3,19
socia.low5.de,akkoma,3.14.1-2-g5ae392fb,3,3,4,122
akko.erincandescent.net,akkoma,3.15.1,3,2,2,3090
soc.haj.gay,akkoma,3.11.0-0-ga03f3a9,3,2,2,560
social.sqrts.net,akkoma,3.15.1-0-g7eec493,3,2,2,192
ap.nil.im,akkoma,3.15.1,3,1,3,1692
akko.drgn.gay,akkoma,3.15.1,3,3,3,778
fedi.nixwiz.one,akkoma,3.14.1-721-gad92e504-develop,3,4,4,81
lotor.network,akkoma,3.13.2,3,2,2,8496
f.matdoes.dev,akkoma,3.15.1,3,2,3,373
social.notandy.de,akkoma,3.15.2-0-g5bceb1d,3,2,2,0
fedi.welterde.de,akkoma,3.13.2,3,2,3,1
social.stellers.gay,akkoma,3.15.2,3,2,3,47
fedi.shuppy.org,akkoma,3.15.2,3,2,2,78
akkoma.4869.homes,akkoma,3.15.2,2,2,2,2376
opayq.social,akkoma,3.8.0,2,1,3,120
cuche.cc,akkoma,3.15.2-0-g5bceb1d,2,1,2,472
soc.port0.org,akkoma,3.13.2-0-g050bc74,2,1,2,878
thepage.house,akkoma,3.12.0-0-gd71d523,2,1,2,3050
soc.megatokyo.moe,akkoma,3.15.2-0-g5bceb1d,2,2,2,3993
pleroma.frickalou.com,akkoma,3.11.0,2,1,1,26
rapidsloth.xyz,akkoma,3.14.1-721-gad92e504-develop,2,1,1,1
toepi.moe,akkoma,3.13.2,2,1,2,1353
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,405
a.n0id.space,akkoma,3.15.2-0-g5bceb1d,2,2,2,14684
fedi.pavluk.org,akkoma,3.13.2,2,1,1,1025
social.jlinuxer.org,akkoma,3.15.2,2,1,1,1442
glegle.party,akkoma,3.13.2,2,1,1,34
omemoji.net,akkoma,3.14.1-0-g5ae392f,2,1,2,373
void.0x0a.de,akkoma,3.15.2,2,1,1,408
enby.army,akkoma,3.15.1,2,2,2,31
avery.garden,akkoma,3.14.0,2,2,2,40
social.ccw.icu,akkoma,3.14.0,2,1,2,278
km.produkti.se,akkoma,3.14.0,2,1,1,3655
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
radiofreegreenland.org,akkoma,3.15.1-0-g7eec493,2,2,2,4818
pars.ee,akkoma,3.14.1-721-gad92e504-develop,2,2,2,6251
agora.echelon.pl,akkoma,3.15.1,2,1,1,14993
fedi.circuitlocution.com,akkoma,3.15.1,2,1,1,123
akko.contref.eu,akkoma,3.15.2,2,1,2,384
isnot.online,akkoma,3.13.2,2,1,1,208
teslam.in,akkoma,3.15.2,2,1,2,2870
social.tnhh.org,akkoma,3.15.2,2,2,2,881
