domain,application,version,accounts,MAU,HYAU,posts
ahoukuse.me,ahodon,0.1.0,2,null,null,1503
fe.disroot.org,akkoma,3.18.1-0-g792385f--stable-,4074,425,915,74830
blob.cat,akkoma,3.13.2-0-gcccd7450e-blob,1969,80,148,688903
cache.blob.cat,akkoma,3.13.2-0-gcccd7450e-blob,1968,84,151,689244
fedi.absturztau.be,akkoma,3.18.0-244-ga913c112-develop,1391,72,129,977121
genserver.social,akkoma,3.18.1-0-g792385f--stable-,1054,36,69,9646
outerheaven.club,akkoma,3.15.1-0-g7eec493,908,86,132,609777
miraiverse.xyz,akkoma,3.18.1-0-g792385f--stable-,793,42,101,63188
seafoam.space,akkoma,3.18.1-0-g792385f--stable-,397,11,19,37055
rebelbase.site,akkoma,3.16.0-0-g6d88834,341,25,30,26698
pleroma.envs.net,akkoma,3.18.1-0-g792385f--stable-,337,51,90,65534
nixnet.social,akkoma,3.13.2-0-g050bc74,320,17,26,30640
media.nixnet.social,akkoma,3.13.2-0-g050bc74,320,16,26,30698
brain.worm.pink,akkoma,3.15.2,245,69,108,144831
soc.punktrash.club,akkoma,3.18.1,234,23,33,75591
labyrinth.zone,akkoma,3.16.0,221,71,106,306928
b.donotsta.re,akkoma,3.18.1-0-g792385f--stable-,217,84,111,192151
a.donotsta.re,akkoma,3.18.1-0-g792385f--stable-,217,84,111,192151
donotsta.re,akkoma,3.18.1-0-g792385f--stable-,216,87,112,191113
ak.vern.cc,akkoma,3.18.1-303-g601c5b10-develop,209,13,17,67127
infosec.place,akkoma,3.18.1,162,17,38,4902
void.lgbt,akkoma,3.15.2-0-g5bceb1d,153,66,96,113080
bdx.town,akkoma,3.16.0-0-g071bb07,125,26,54,29134
akko.wtf,akkoma,3.18.1-1486-g3bb2fb51-akko-wtf,125,45,58,260262
pleasetf.me,akkoma,3.17.0+0-g5476ea44,121,72,100,27260
media.pleasetf.me,akkoma,3.17.0+0-g5476ea44,121,72,100,27260
cooltrans.men,akkoma,3.15.2,118,10,25,23117
social.translunar.academy,akkoma,3.18.1-0-g792385f--stable-,115,49,81,217072
channel.coolstation.space,akkoma,3.13.2-3-gdc2f0d3b-wl-stable,110,63,106,26060
landofkittens.social,akkoma,3.10.3-200-g5c164028-develop,100,4,9,87666
headpat.cafe,akkoma,3.15.1-0-g7eec493,96,12,22,1217
kowelenz.social,akkoma,3.18.1-0-g792385f--stable-,88,9,10,12315
migration.kowelenz.social,akkoma,3.18.1-0-g792385f--stable-,88,9,10,12402
media.kowelenz.social,akkoma,3.18.1-0-g792385f--stable-,88,9,10,12402
social.kernel.org,akkoma,3.16.0,87,43,55,15251
posting.isincredibly.gay,akkoma,3.15.2+wl1,87,20,31,9604
corteximplant.net,akkoma,3.18.0-0-g12bccbb--stable-,84,30,47,18817
froth.zone,akkoma,3.18.1-3370-gec2f06ea-froth-zone,73,6,8,142616
ihatebeinga.live,akkoma,3.18.1-255-g70c08ae6-develop,70,11,14,289642
fedi.tesaguri.club,akkoma,3.15.2,68,7,12,23737
foxy.social,akkoma,3.13.2,65,3,7,283
gosuslugi.social,akkoma,3.8.0,60,4,7,313
lebensraum.slavery.trade,akkoma,3.10.2,55,40,43,2037
weague.awful.cloud,akkoma,3.15.2-wl-stable+wl1,53,23,33,4867
ak.kawen.space,akkoma,3.18.1-0-g07e2455--develop-,52,20,22,89936
pinksheep.org,akkoma,3.17.0-0-g06589d9--stable-,50,1,3,1277
synthpals.social,akkoma,3.13.2,50,16,43,2364
suya.place,akkoma,3.18.1-1163-g064f563c-suyaplace,49,21,28,72638
uchu-teien.com,akkoma,3.17.0,45,6,10,22049
akkoma.noellabo.jp,akkoma,3.15.2-0-g5bceb1d,45,8,23,4572
kitty.haus,akkoma,3.17.0,44,6,7,22526
crimew.gay,akkoma,3.15.2-945-g5beb286b-develop,44,4,14,63958
fedi.catto.garden,akkoma,3.18.1,44,15,26,21737
woem.space,akkoma,3.15.2,39,13,20,202053
rail.siberia.work,akkoma,3.15.2-0-ge924294a2,37,14,27,24189
netzsphaere.xyz,akkoma,3.15.2-0-g5bceb1d,36,14,17,185551
tailswish.industries,akkoma,3.18.1-2-ge9452136-tailswish,34,8,11,14083
akkoma.mellivora.social,akkoma,3.15.1-0-g4b959437f-wl-stable,32,18,21,11255
sweet.succubi.services,akkoma,3.15.2,32,7,7,5448
novaparis.art.br,akkoma,3.17.0-0-g06589d9--stable-,30,12,16,1990
media.larkspur.one,akkoma,3.18.1-300-g0413b0cb-lark-develop,30,4,9,5790
iscute.moe,akkoma,3.10.4,29,5,6,140667
larkspur.one,akkoma,3.18.1-300-g0413b0cb-lark-develop,29,4,9,5775
social.qunn.eu,akkoma,3.18.1-0-g792385f--stable-,29,4,12,1523
florp.social,akkoma,3.15.2,29,18,23,5491
b.florp.social,akkoma,3.15.2,29,19,23,5547
a.florp.social,akkoma,3.15.2,29,19,23,5547
c.florp.social,akkoma,3.15.2,29,19,23,5547
kill-corporations.enterprises,akkoma,3.15.2-0-g5bceb1d,28,8,13,11725
blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,28,3,6,1458
brainport.social,akkoma,3.18.1,28,0,2,4
fedinet.waltuh.cyou,akkoma,3.18.1-281-g2b18546c,28,24,28,11426
cache.blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,28,3,6,1458
upload.blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,28,3,6,1458
social.duniter.org,akkoma,3.13.2-0-g050bc74,27,4,16,203
pr.shc.kanagawa.jp,akkoma,3.13.2-12-gc0823e33-v3-13-2-fix,25,0,1,2443
agda.club,akkoma,3.17.0-0-g06589d9--stable-,25,1,3,626
ng.cathoderay.tube,akkoma,3.15.2-0-g5bceb1d,25,15,16,8740
idealists.su,akkoma,3.10.4-1-gebfb617b,25,5,12,999
xyzzy.link,akkoma,3.15.1,25,12,17,57011
eggware.social,akkoma,3.16.0-72-ga5683966-develop,25,10,16,981
akk.novalug.org,akkoma,3.15.2-0-g5bceb1d,25,8,19,262
www.idealists.su,akkoma,3.10.4-1-gebfb617b,25,4,12,1001
yourwalls.today,akkoma,3.18.1-489-g0cf2b0cd-yourwalls-today,24,17,25,47772
novo-atlantis.null.media,akkoma,3.15.2,24,4,6,1614
bokantaj.o-k-i.net,akkoma,3.18.1,23,7,11,664
fff.fo.am,akkoma,3.15.2-0-g5bceb1d,23,8,9,1953
akkoma.questingbeast.fyi,akkoma,3.13.2-10-g8bbc4714-wl-stable,23,7,12,1236
media.questingbeast.fyi,akkoma,3.13.2-10-g8bbc4714-wl-stable,23,7,12,1236
bcn.fedi.cat,akkoma,3.14.1-0-g5ae392f,22,11,17,7825
pleroma.viridianpatriots.com,akkoma,3.15.1-0-g7eec493,22,7,8,14566
java.duke.social,akkoma,3.18.1,22,13,18,28427
fedi.seriousbusiness.international,akkoma,3.15.2-0-g5bceb1d,21,5,7,10693
westergaard.social,akkoma,3.18.1,21,3,3,5939
kongwoo.icu,akkoma,3.9.3-0-g9d7c877,20,1,1,7297
akko.chir.rs,akkoma,3.18.1,20,6,9,22915
crapulator.duckdns.org,akkoma,3.18.0,20,20,20,177
bemrose.social,akkoma,3.10.4-1-gebfb617b,19,2,2,1559
mar.archipielago.uno,akkoma,3.13.2,19,11,15,2242
is.badat.dev,akkoma,3.18.0,18,2,5,50671
nuages.cloud,akkoma,3.17.0-0-g06589d9--stable-,18,9,19,292
ilja.space,akkoma,3.15.2-892-g19dd0ef9-ilja-space,17,3,5,6867
media.ilja.space,akkoma,3.15.2-892-g19dd0ef9-ilja-space,17,3,5,6870
yearning.gay,akkoma,3.18.1-0-g792385f--stable-,17,10,13,36308
nyan.network,akkoma,3.18.1,16,9,12,17279
fedi.tilde.green,akkoma,3.17.0,16,3,7,677
junipurge.de,akkoma,3.15.2,16,2,18,4004
magic.win,akkoma,3.13.2-0-g050bc74,15,1,1,82
social.owotel.com,akkoma,3.15.1,15,1,3,183
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,15,null,null,15
ak.kumis.industries,akkoma,3.18.0-0-g12bccbb--stable-,15,11,14,18832
chirpr.terrenly.com,akkoma,3.10.4-1-gebfb617b,15,0,0,74
pl.ugh.im,akkoma,3.17.0,14,3,16,543
nerdfight.online,akkoma,3.14.1-0-g5ae392f,14,7,9,9737
zy.gy,akkoma,3.10.4-3-g06971423-yf,14,2,6,16523
little.tinypuppy.dog,akkoma,3.17.0,14,4,14,1907
ak.zweitekassabitte.jetzt,akkoma,3.15.2,14,5,6,6752
crabsin.space,akkoma,3.15.2,14,3,5,1277
ack.nerdfight.online,akkoma,3.14.1-0-g5ae392f,14,7,9,9767
bv.umbrellix.org,akkoma,3.15.2,13,4,7,26651
akkoma.ascyltos.social,akkoma,3.18.1,13,3,3,198
autumnsky.jp,akkoma,3.13.2,13,2,9,3096
nerd.town,akkoma,3.13.2,13,5,9,67
fedi.underpowe.red,akkoma,3.18.1-0-g792385f--stable-,13,3,9,237
a.bloodyno.se,akkoma,3.15.2,13,7,13,28881
social.tudbut.de,akkoma,3.16.0-60-g6d88834f,13,3,10,2366
99finches.com,akkoma,3.17.0-2-g95c75e2c-podman-WIP,13,4,10,135
fedi.kemonomimi.gay,akkoma,3.16.0-60-g6d88834f,13,2,4,4184
fedi.reimu.info,akkoma,3.17.0-178-g816d2332-develop,12,5,6,23504
fops.cloud,akkoma,3.18.1-0-g792385f--stable-,12,9,10,56372
fedi.fourhappylions.com,akkoma,3.13.2,12,2,2,1178
awawa.club,akkoma,3.18.1,12,6,8,7791
social.privacypolicyga.me,akkoma,3.13.3,12,1,2,272
cofe.rocks,akkoma,3.18.1-1343-g5ee16223-sn0w+PX,11,8,10,12140
zia.io,akkoma,3.17.0-178-g816d2332-develop,11,2,8,2379
pl.comofas.org,akkoma,3.13.2,11,4,4,78
typhy.club,akkoma,3.10.2-0-gba1ed37,11,2,4,716
fedi.on-a-ps4.lol,akkoma,3.15.2-0-g5bceb1d,11,2,4,1157
social.rjp.is,akkoma,3.16.0-makepkg,11,8,8,48071
pl.catboyindustries.co,akkoma,3.17.0-137-gc971f297-develop,11,3,7,1922
strelizia.net,akkoma,3.15.2-2033-gf2c562cc-akkoma,11,4,4,169370
social.thirdculture.top,akkoma,3.18.1,11,9,9,683
akkoma.linuxposting.xyz,akkoma,3.17.0,11,6,12,183
subby.solutions,akkoma,3.18.1-0-g792385f--stable-,10,7,7,4868
az-social.xyz,akkoma,3.18.1,10,6,10,1154
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,10,null,null,109
social.snamellit.com,akkoma,3.17.0-1-g14084e14,10,1,7,291
antani.pm,akkoma,3.17.0-123-gb4429265-develop,9,1,4,1118
social.wedistribute.org,akkoma,3.18.1-0-g792385f--stable-,9,6,8,4791
cryptid.cafe,akkoma,3.13.3,9,5,6,5157
snack.social,akkoma,3.13.1,9,2,4,14563
otlab.dev,akkoma,3.18.1,9,5,6,575
waow.cat,akkoma,3.15.2,9,2,3,448
p.girlc.at,akkoma,3.18.1,9,7,7,11206
soc.runx.zip,akkoma,3.14.1-2-g5ae392fb,9,5,8,1511
ak.hieda.moe,akkoma,3.17.0,9,7,9,699
turbotime.turboteam.xyz,akkoma,3.15.2,9,1,1,457
cosmidsportal.com,akkoma,3.15.2-wl-stable+wl1,9,7,9,411
pm.girlc.at,akkoma,3.18.1,9,7,7,11208
fedi.waow.cat,akkoma,3.15.2,9,2,3,448
awawa.cat,akkoma,3.17.0-1-g47e13a1e,8,6,8,2674
santadog.social,akkoma,3.9.3-0-g9d7c877,8,4,5,186
outmo.de,akkoma,3.18.1,8,5,7,1983
ibbtown.com,akkoma,3.18.1-0-g792385f--stable-,8,8,12,186
telex.disinfo.zone,akkoma,3.15.2,8,0,1,422
meow.morecats.net,akkoma,3.18.1-0-g792385f--stable-,8,5,8,12
um.lugarzinho.top,akkoma,3.10.4,8,2,2,922
ak.auriga.dev,akkoma,3.15.2-0-gcb3242536,8,1,3,6
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,8,null,null,536
hasthebig.gay,akkoma,3.16.0-1025-g300302d4-develop,8,0,1,95
introvert.social,akkoma,3.17.0-0-g06589d9--stable-,7,1,1,1219
fedi.pavluk.org,akkoma,3.18.1,7,1,1,1331
a.lufimianet.jp,akkoma,3.15.2-0-ge924294a2,7,1,2,6119
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,7,null,null,127102
idiomdrottning.org,akkoma,3.16.0-60-g6d88834f,7,3,3,20129
amble.quest,akkoma,3.15.2-0-g5bceb1d,7,3,3,1496
social.afontaine.dev,akkoma,3.18.1,7,2,6,42
snake.cool,akkoma,3.17.0,7,1,1,90
life.starly.blue,akkoma,3.17.0-0-g06589d9--stable-,7,5,5,1661
ublog.kimapr.net,akkoma,3.18.1,7,6,7,21071
fedi.rubikoid.ru,akkoma,3.17.0,7,1,4,12
taffytavern.com,akkoma,3.18.1,7,1,2,60
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,7,2,4,21
a.dissonant.dev,akkoma,3.16.0-60-g6d88834f,7,2,2,112
lesbian.school,akkoma,3.16.0-0-g6d88834,7,3,4,288
samplers.hal-contract.org,akkoma,3.9.3-0-g9d7c877,7,4,6,525
santacruz.nexus,akkoma,3.15.2,7,0,1,4
fedi.enbyinsi.de,akkoma,3.18.1,7,1,2,7504
akko.woof.monster,akkoma,3.18.1,7,3,7,873
social.nisa.cat,akkoma,3.14.1-0-g5ae392f,7,0,0,4
akkoma.queernerd.club,akkoma,3.16.0-0-g6d88834,6,2,3,5837
people.unfoo.net,akkoma,3.15.2,6,1,2,287
social.techn1k.de,akkoma,3.18.1-0-g792385f--stable-,6,4,6,522
akkoma.flyerdonut.net,akkoma,3.13.3-197-g2b9109a6-ioFix,6,3,3,84130
akko.lightnovel-dungeon.de,akkoma,3.18.1,6,1,1,7060
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,2,4,325
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,1132
a.tela.moe,akkoma,3.13.2,6,3,3,51890
social.fringesec.ca,akkoma,3.18.1-0-g792385f--stable-,6,2,4,351
raki.club,akkoma,3.18.1-0-g792385f--stable-,6,1,1,545
stoner.cafe,akkoma,3.18.1-0-g792385f--stable-,6,6,6,0
transfem.boywife.top,akkoma,3.17.0-0-g06589d9--stable-,6,2,3,1585
bot.girldat.ing,akkoma,3.18.1-mistress,6,6,6,398
akkoma.tomkrizan.com,akkoma,3.15.2,6,1,1,46
amik.eco,akkoma,3.15.2,6,4,6,83
fedi.sillyjune.xyz,akkoma,3.18.1,6,2,8,109
akkoma.nikoisluv.top,akkoma,3.15.2,6,5,5,77
oopsall.gay,akkoma,3.18.1,6,2,3,2127
social.nihil.gay,akkoma,3.15.2,6,4,5,3038
social.wuatek.is,akkoma,3.18.1,5,3,3,2547
social.baradoz.cloud,akkoma,3.10.4,5,2,2,1300
ak.angelstrapped.com,akkoma,3.15.1-5-g37a922a5-angelstrapped,5,3,5,16983
fedi.worf.win,akkoma,3.15.2,5,3,3,781
sns.minovsky.space,akkoma,3.18.1,5,3,4,22376
class.lunanova.dev,akkoma,3.15.2,5,2,4,25719
castoranxieux.ca,akkoma,3.17.0,5,1,4,1
social.zell-mbc.com,akkoma,3.18.0,5,4,4,97
p.umbriel.fr,akkoma,3.18.1,5,1,1,73232
alceawis.com,akkoma,3.15.2-0-g5bceb1d,5,1,1,1483
fediverse.elbehnon.de,akkoma,3.17.0,5,4,4,20
cocaine.moe,akkoma,3.17.0-0-g06589d9--stable-,5,0,1,5513
beep.flawbee.net,akkoma,3.17.0-209-g7b9a0e6d-develop,5,4,4,1367
fedi.anarchy.moe,akkoma,3.18.0,5,4,5,1269
universe.feliver.se,akkoma,3.15.1,5,3,4,1156
forcefemm.ing,akkoma,3.15.2,5,3,3,2066
fabula.schizophreni.ca,akkoma,3.17.0-0-g06589d9--stable-,5,2,5,2294
akkoma.kruhlovo.xyz,akkoma,3.18.1-0-g792385f--stable-,5,5,6,1352
masto.neuille.ovh,akkoma,3.18.1,5,2,2,78
fedi.danis.one,akkoma,3.17.0,5,2,2,140
fedi.aria.dog,akkoma,3.15.2-0-g5bceb1d,5,1,2,18575
social.oss.zone,akkoma,3.18.1,5,5,5,62
social.bsdlab.au,akkoma,3.18.1,5,5,5,223
social.tut-cc.org,akkoma,3.18.1,5,2,6,32
diclonius.princess.wedding,akkoma,3.18.1,5,5,5,429
akkoma.yokkin.com,akkoma,3.17.0,4,3,7,443
akko.isabelroses.com,akkoma,3.18.1,4,3,3,4220
soc.megatokyo.moe,akkoma,3.15.2-0-g5bceb1d,4,3,3,20899
phantomthieves.net,akkoma,3.15.2,4,2,2,5076
gay.lesaoras.xyz,akkoma,3.18.1-0-g792385f--stable-,4,1,1,5530
notes.whatthefuck.computer,akkoma,3.15.2,4,1,4,5077
social.vlhl.dev,akkoma,3.17.0,4,4,4,40578
luna.vg,akkoma,3.18.1,4,1,2,13054
hi.nighten.fr,akkoma,3.17.0-0-g06589d9--stable-,4,1,2,2492
social.unitoo.it,akkoma,3.18.0,4,1,1,605
stroud.social,akkoma,3.17.0,4,4,4,1677
soc.feditime.com,akkoma,3.17.0,4,4,4,3316
soc.kouett.net.eu.org,akkoma,3.18.1-0-g792385f--stable-,4,4,4,27314
fuzzyroots.net,akkoma,3.15.2-0-g5bceb1d,4,1,1,1237
lotor.network,akkoma,3.15.2,4,2,2,11639
p.changeme.fr.eu.org,akkoma,3.18.1,4,1,1,365
akko.staging.e2net.social,akkoma,3.13.2-0-gbee10ea-develop,4,0,1,77
social.chaos.koeln,akkoma,3.15.2-1290-g487196cc-develop,4,1,1,125
ak.cute.rest,akkoma,3.18.1,4,3,3,137
social.bakdos.de,akkoma,3.16.0,4,2,2,79
va-11-hall-a.cafe,akkoma,3.18.1,4,3,3,15821
nbh.ax,akkoma,3.17.0,4,1,1,6574
akko.innumerable-wounds.com,akkoma,3.18.1-0-g792385f--stable-,4,3,3,107
yap.pony.biz,akkoma,3.18.1,4,2,4,1454
arcanekittens.xyz,akkoma,3.18.1,4,4,4,2191
sivokon.me,akkoma,3.16.0-60-g6d88834f,4,1,4,5
fullyfunctional.cafe,akkoma,3.18.1,4,4,4,154
nou.fai.st,akkoma,3.18.1-0-g792385f--stable-,4,3,5,672
akkoma.probablytoo.online,akkoma,3.16.0-60-g6d88834f,4,1,4,5
akkoma.nemizori.org,akkoma,3.18.1-321-g18043375-develop,4,2,4,52
fedi.quiet.horse,akkoma,3.17.0,4,3,3,11305
portal.gb0.dev,akkoma,3.18.1,4,3,3,1713
social.emarhavil.com,akkoma,3.13.2,4,1,2,301
akkm.kikowiwu.com,akkoma,3.17.0,4,3,4,84
f.matdoes.dev,akkoma,3.16.0-51-gd4a86697-develop,4,3,4,654
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,0,0,287
government-secrets.nbh.ax,akkoma,3.17.0,4,1,1,6597
i.notes.whatthefuck.computer,akkoma,3.15.2,4,1,4,5084
media.arcanekittens.xyz,akkoma,3.18.1,4,4,4,2263
rspamd.isabelroses.com,akkoma,3.18.1,4,3,3,4245
media.social.emarhavil.com,akkoma,3.13.2,4,1,2,301
social.european-commission-europa.eu,akkoma,3.10.2,4,4,4,49
girlsoup.online,akkoma,3.18.1,4,4,4,4
akkoma.lidny.org,akkoma,3.18.1,4,4,4,6
fedi.rubedo.gay,akkoma,3.15.2,4,2,2,14992
t.hermine.in,akkoma,3.15.2-0-g5bceb1d,3,1,1,596
12xu.xyz,akkoma,3.16.0-0-g6d88834,3,2,2,1801
akkoma.thesandbox.net,akkoma,3.18.1,3,2,2,1790
akkoma.alster.space,akkoma,3.18.1-0-g792385f--stable-,3,3,3,1047
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,2,3,20874
akkm.moongazer.net,akkoma,3.18.0-0-g12bccbb--stable-,3,2,3,2353
akkoma.xn--pikabl-0xa.se,akkoma,3.18.1,3,2,2,1317
soc.femme.cat,akkoma,3.17.0-0-g06589d9--stable-,3,1,3,632
socia.low5.de,akkoma,3.17.0,3,1,3,570
social.imastags.com,akkoma,3.10.4,3,0,0,17303
remolino.town,akkoma,3.18.1-0-g792385f--stable-,3,3,3,168
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,1,2,2085
akk.fedcast.ch,akkoma,3.18.1-0-g792385f--stable-,3,1,1,14619
mic.sumiinix.moe,akkoma,3.18.0-0-g12bccbb--stable-,3,3,3,983
tinylad.social,akkoma,3.16.0-0-g6d88834,3,1,1,1650
distraction.party,akkoma,3.18.1-1335-gddad969f,3,1,1,8146
soc.port0.org,akkoma,3.16.0-0-g6d88834,3,3,3,1712
berkeley.edu.pl,akkoma,3.18.1,3,3,3,1330
axbom.me,akkoma,3.17.0-0-g06589d9--stable-,3,2,3,2502
manganiello.eu,akkoma,3.18.0-9777-gb7e47d08-makepkg,3,2,3,960
couch.beerriot.com,akkoma,3.18.0,3,2,2,1909
ambrosia.cafe,akkoma,3.15.2-0-g5bceb1d,3,1,2,1001
deep13.social,akkoma,3.16.0-0-g6d88834,3,1,1,296
brettvormkopf.de,akkoma,3.18.1,3,2,2,13
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,0,1,1385
ak.pandastr.eu,akkoma,3.18.1,3,3,3,1931
semtex.social,akkoma,3.13.2,3,1,1,9
sy.nthia.dev,akkoma,3.18.1-0-g792385f--stable-,3,2,2,3133
volatile.whimsicalforest.net,akkoma,3.18.1-wf-189-gc6e04fba-u4e07d28db-trunk,3,3,3,144
akkoma.fennec.town,akkoma,3.18.1-0-g792385f--stable-,3,1,2,73
fedi.omaera.org,akkoma,3.16.0-0-g6d88834,3,2,3,33
akkoma.chez.chat,akkoma,3.18.1,3,3,3,1693
akko.erincandescent.net,akkoma,3.15.1,3,2,2,4999
ap.nil.im,akkoma,3.15.1,3,3,3,1987
home.solitude.bar,akkoma,3.15.2-0-g5bceb1d,3,1,2,172
fedi.imu.li,akkoma,3.13.2,3,1,2,1287
akkoma.steadhaven.xyz,akkoma,3.15.2,3,2,3,103
social.asbestos.restaurant,akkoma,3.15.2,3,2,4,21
social.sqrts.net,akkoma,3.18.1-0-g792385f--stable-,3,1,1,223
fedi.shuppy.org,akkoma,3.15.2,3,2,3,579
social.notandy.de,akkoma,3.18.1-0-g792385f--stable-,3,2,2,0
fedi.welterde.de,akkoma,3.15.2,3,2,2,6
akkoma-media.chez.chat,akkoma,3.18.1,3,3,3,1701
ap-sandbox.webkeks.org,akkoma,3.15.1,3,3,3,1994
www.brettvormkopf.de,akkoma,3.18.1,3,2,2,14
pma.farook.org,akkoma,3.9.3-0-g9d7c877,3,1,2,2085
test.lmashton.com,akkoma,3.9.3-0-g9d7c877,3,1,2,2085
lfi.lmashton.com,akkoma,3.9.3-0-g9d7c877,3,1,2,2085
ak.wiki.systems,akkoma,3.18.1,3,4,4,30
parcero.casa,akkoma,3.18.1-0-g792385f--stable-,3,4,4,5530
akko.drgn.gay,akkoma,3.15.1,3,2,2,1707
transient.garden,akkoma,3.17.0-0-g06589d9--stable-,3,1,1,3
stellers.gay,akkoma,3.17.0,3,2,2,47
soc.haj.gay,akkoma,3.18.1-0-g792385f--stable-,3,2,2,614
social.stellers.gay,akkoma,3.17.0,3,2,2,47
akkoma.rhadamanthe.ch,akkoma,3.17.0,3,1,1,0
soc.7thmagic.net,akkoma,3.15.2-820-g74182abb-develop,2,2,2,2313
enby.army,akkoma,3.15.1,2,2,2,31
akkoma.dogphilosophy.net,akkoma,3.13.2-0-g050bc74,2,1,1,380
fedi.itepechi.me,akkoma,3.17.0-306-g0d93f4e0+bnakkoma,2,1,1,105
