domain,application,version,users,MAU,HYAU,posts
social.kernel.org,akkoma,3.10.3,62,35,45,8302
neue.city,akkoma,3.7.1,60,null,null,23715
crimew.gay,akkoma,3.10.3-200-g5c164028-develop,58,39,49,70148
shota.house,akkoma,3.10.3,52,18,29,124763
0w0.is,akkoma,3.10.4-1-gebfb617b,50,46,58,187613
social.translunar.academy,akkoma,3.9.3-0-g9d7c877,49,45,53,73278
awoo.fai.st,akkoma,3.10.4-0-gebfb617,47,16,25,15389
kowelenz.social,akkoma,3.9.3-0-g9d7c877,46,9,17,8510
akko.unix.dog,akkoma,3.10.4,45,16,32,10816
foxy.social,akkoma,3.9.3-0-g30b9e626f-main,41,8,42,194
brain.worm.pink,akkoma,3.10.4-3-g8660dcae,39,22,30,11004
ak.kawen.space,akkoma,3.10.3-0-g98f0820-develop,37,21,29,52195
gosuslugi.social,akkoma,3.8.0,36,5,16,197
suya.place,akkoma,3.10.4-4-g74f94627-suyaplace,35,25,33,23451
pl.m0e.space,akkoma,3.10.4-1-gebfb617b,33,11,19,3957
nya.house,akkoma,3.9.3-29-gc1306989-nya,32,2,4,844
woem.space,akkoma,3.10.4-0-gebfb617,31,22,30,61776
iscute.moe,akkoma,3.9.3,30,6,10,140834
otp.akkoma.dev,akkoma,3.10.4-0-g0af8e93,29,2,3,195
breastmilk.club,akkoma,3.7.1-205-g82c1b7d4-akroma,28,16,25,74985
pinksheep.org,akkoma,3.10.4-0-gebfb617,27,5,7,498
aa.nikola.love,akkoma,3.10.4-1-gebfb617b,26,9,28,2278
pr.shc.kanagawa.jp,akkoma,3.10.4-6-g534841dd-heads-v3-10-4,26,1,10,2439
uchu-teien.com,akkoma,3.10.4,25,15,25,6838
pleroma.chillout.chat,akkoma,3.7.1,23,null,null,381
tailswish.industries,akkoma,3.10.4-2-gde9afa1f-tailswish,23,10,13,14189
pl.hyperboreal.zone,akkoma,3.9.3-0-g9d7c877,22,1,11,5158
ng.cathoderay.tube,akkoma,3.10.4-0-gebfb617,22,11,12,3790
blobfox.es,akkoma,3.9.3-1489-g44514535-fox,21,6,12,1172
pleroma.viridianpatriots.com,akkoma,3.10.3-0-g98f0820-develop,21,3,10,12863
sweet.succubi.services,akkoma,3.10.4,21,1,4,972
social.milhousfamily.com,akkoma,3.8.0,21,9,14,88
kongwoo.icu,akkoma,3.9.3-0-g9d7c877,20,5,12,6501
akkoma.cryptoschizo.club,akkoma,3.10.4-0-gebfb617,20,7,28,1649
chai.kibbutz.gay,akkoma,3.10.4-0-gebfb617,20,25,31,5547
myfriendsare.gay,akkoma,3.9.3,20,4,9,6676
midnight.delivery,akkoma,3.7.1-0-gfef4bae,19,null,null,743
is.badat.dev,akkoma,3.10.3-212-g6cc523bd-develop,19,5,9,38985
fedi.skladka.net,akkoma,3.5.0-0-gd9508474b,19,null,null,1679
netzsphaere.xyz,akkoma,3.10.3-0-gc887dd4,19,3,3,105025
neo.seafoam.space,akkoma,3.10.4-0-gebfb617,19,11,17,1185
xyzzy.link,akkoma,3.10.3-201-gc8e08e9c-develop,18,9,12,26937
neet.social,akkoma,3.10.4,18,8,23,730
haxe.social,akkoma,3.8.0,18,2,4,27
cofe.rocks,akkoma,3.10.3-197-g98f0820c-sn0w+PE,17,4,4,4140
fedi.friendzone.lol,akkoma,3.10.4-1-gebfb617b,17,9,21,3519
larkspur.one,akkoma,3.10.3-212-g6cc523bd-develop,16,8,9,2634
toot.hackrc.dev,akkoma,3.10.3-203-gd1af78ab-develop,16,3,3,901
planet.chrisbeckstrom.com,akkoma,3.4.0-169-g4e4bd248-develop,15,null,null,57596
magic.win,akkoma,3.7.1-0-gfef4bae,15,null,null,80
novo-atlantis.null.media,akkoma,3.9.3,15,8,12,1936
norwoodzero.net,akkoma,3.10.2-0-gba1ed37,14,10,14,10141
void.lgbt,akkoma,3.10.3-0-g43c5fd5,14,15,15,7784
ilja.space,akkoma,3.10.4,14,5,8,12252
shrine.moe,akkoma,3.10.4,13,11,15,8562
social.platypus-sandbox.com,akkoma,3.10.4,13,11,18,10604
fedi.getimiskon.xyz,akkoma,3.10.4,13,8,13,14692
cockandballtortu.re,akkoma,3.9.3+dev,13,2,6,294
fedi.seriousbusiness.international,akkoma,3.9.3-0-g9d7c877,13,6,10,4570
social.drgnz.club,akkoma,3.9.3,13,2,12,707
social.owotel.com,akkoma,3.9.3,13,4,7,146
social.qunn.eu,akkoma,3.10.4-0-gebfb617,13,5,7,1861
comms.thedigitallancabin.net,akkoma,3.10.4-1-gebfb617b,12,12,14,1116
bv.umbrellix.org,akkoma,3.4.0-117-gde1bbc02,12,null,null,8417
strelizia.net,akkoma,3.10.3-1545-g75e901f3-akkoma,12,7,9,112097
fedi.astrid.tech,akkoma,3.8.0,12,7,12,41256
s.awoo.dev,akkoma,3.10.3-0-g368b22f-develop,12,6,7,975
nyan.network,akkoma,3.10.3-202-g1b838627-1-CI-COMMIT-TAG---,11,6,10,3918
mastodon.tardis.pw,akkoma,3.10.4-1-gebfb617b,11,2,6,4188
pl.comofas.org,akkoma,3.9.3-2-gfb8081e1-develop,11,2,7,67
akko.chir.rs,akkoma,3.10.3,11,6,7,10287
soc.noob.quest,akkoma,3.10.4,11,5,11,3538
breakdown.moe,akkoma,3.9.3-0-g9d7c877,11,2,10,50
fedi.reimu.info,akkoma,3.10.3-212-g6cc523bd-develop,11,7,9,6745
a.jerl.zone,akkoma,3.7.1-0-gfef4bae,11,null,null,130
mar.archipielago.uno,akkoma,3.10.4,11,7,10,1111
pl.catboyindustries.co,akkoma,3.10.3-221-g6fb91d79-develop,10,2,3,410
fedi.criminallycute.fi,akkoma,3.10.3-203-gd1af78ab-develop,10,7,11,6247
social.rjp.is,akkoma,3.9.3-95-g801fe9fe-develop,10,7,7,31170
buff.tomboyfan.club,akkoma,3.10.4-1-gebfb617b,10,5,11,4060
quite.lewd.today,akkoma,3.9.3-28-g9d7c877d,10,4,10,28
allies.rocks,akkoma,3.10.4-0-gebfb617,10,9,9,81
brotka.st,akkoma,3.10.4-0-gebfb617,9,5,7,42384
fedi.akselmo.dev,akkoma,3.10.2,9,7,10,3174
blimey.social,akkoma,3.10.4-0-gebfb617,9,3,8,2438
antani.pm,akkoma,3.10.3-212-g6cc523bd-develop,9,4,7,3917
snack.social,akkoma,3.3.1,9,null,null,12491
3v.is,akkoma,3.10.2,9,5,8,339
um.lugarzinho.top,akkoma,3.9.2,9,2,3,846
relay.blimey.social,akkoma,3.10.4-0-gebfb617,9,3,8,2417
spinny.city,akkoma,3.10.4-1-gebfb617b,8,7,8,1292
fedi.worf.win,akkoma,3.10.4-1-gebfb617b,8,3,8,320
free.gaycatgirl.sex,akkoma,3.9.3-28-g9d7c877d,8,7,7,4003
social.nauk.io,akkoma,3.10.4-0-g0af8e93,8,3,4,1138
fyrfli.social,akkoma,3.10.3-1-g43c5fd5d,8,5,8,1086
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,5,8,33281
oopsall.gay,akkoma,3.10.4-1-gebfb617b,8,4,6,1108
critica.li,akkoma,3.10.4-0-gebfb617,8,3,5,64
nerdfight.online,akkoma,3.9.3-0-g9d7c877,8,6,6,5227
ack.nerdfight.online,akkoma,3.9.3-0-g9d7c877,8,6,6,5227
fedi.cassilda.house,akkoma,3.10.4-0-gebfb617,8,8,10,3950
telex.disinfo.zone,akkoma,3.8.0,8,2,4,389
ak.zweitekassabitte.jetzt,akkoma,3.9.3,8,4,8,4356
hasthebig.gay,akkoma,3.10.3-212-g6cc523bd-develop,8,3,6,80
letsrulethe.world,akkoma,3.10.4-0-gebfb617,8,5,7,697
pleroma.les-requin.net,akkoma,3.10.4,8,1,3,486
mastodon.nove.team,akkoma,3.10.4-1-gebfb617b,8,6,11,822
amble.quest,akkoma,3.10.4,8,3,6,1382
satania.social,akkoma,3.10.3-221-g6fb91d79-develop,8,5,10,427
p.girlc.at,akkoma,3.10.4-1-gebfb617b,8,6,8,5123
lit.tlespace.xyz,akkoma,3.10.4-1-gebfb617b,8,9,9,700
zy.gy,akkoma,3.7.1-yf,7,null,null,4254
uoh.cx,akkoma,3.10.4-1-gebfb617b,7,1,1,573
meow.church,akkoma,3.10.3-0-g43c5fd5,7,6,8,171
introvert.social,akkoma,3.10.2-0-gba1ed37,7,1,2,811
fedi.kemonomimi.gay,akkoma,3.10.4,7,8,11,1820
fedi.bapril.pl,akkoma,3.10.4,7,5,7,662
wiir.libtar.de,akkoma,3.10.4,7,4,4,3925
gamerfort.social,akkoma,3.9.3-0-g9d7c877,7,2,3,298
fedi.sernik.tech,akkoma,3.10.4-1-gebfb617b,7,7,7,744
teabag.ninja,akkoma,3.10.3-0-g98f0820-develop,7,1,3,459
akkoremaji.club,akkoma,3.10.4-0-gebfb617,7,6,7,2359
rail.siberia.work,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,7,null,null,3351
otlab.dev,akkoma,3.9.3,7,5,7,392
wired.icu,akkoma,3.10.4-0-gebfb617,7,7,9,31
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,396
inoot.net,akkoma,3.10.4-1-gebfb617b,7,3,7,208
fedi.tilde.green,akkoma,3.10.3,7,2,3,80
social.goatzone.net,akkoma,3.10.2,7,2,7,131
people.unfoo.net,akkoma,3.10.4,6,2,3,53
akkoma.nl,akkoma,3.10.4-0-gebfb617,6,3,4,69
asphodel.rip,akkoma,3.10.4,6,5,6,1092
computering.pro,akkoma,3.10.4-0-gebfb617,6,1,4,166
life.starly.blue,akkoma,3.10.3-0-g43c5fd5,6,3,6,644
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,57396
snake.cool,akkoma,3.9.3-28-g9d7c877d,6,2,6,42
kayii.goe.land,akkoma,3.10.3,6,1,1,1317
akkoma.net,akkoma,3.5.0-develop,6,null,null,7
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,278
idiomdrottning.org,akkoma,3.10.4-1-gebfb617b,6,3,3,14972
raki.club,akkoma,3.10.4-0-gebfb617,6,1,3,437
akk2.eniehack.net,akkoma,3.10.4-0-gebfb617,6,3,6,406
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,1704
ikbenpiraat.nl,akkoma,3.10.4-0-gebfb617,6,3,6,79
fedi.cpluspatch.com,akkoma,3.10.4-0-gebfb617,6,2,3,21189
brettvormkopf.de,akkoma,3.10.4,6,2,3,220
soc.hyena.network,akkoma,3.8.0,6,1,2,158
kawaii.kitsune.cafe,akkoma,3.3.1-45-g16a31872-develop,6,null,null,7878
curiouscabbit.social,akkoma,3.10.4,6,3,7,46
bcn.fedi.cat,akkoma,3.10.4-0-gebfb617,6,5,6,1777
santadog.social,akkoma,3.9.3-0-g9d7c877,6,3,6,159
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,2,5,100
akko.lea.moe,akkoma,3.10.4,6,1,3,10
a.tela.moe,akkoma,3.9.3-28-g9d7c877d,6,3,5,10110
a.awootism.club,akkoma,3.10.4,6,2,5,209
fedi.midnight.miami,akkoma,3.9.3-28-g9d7c877d,6,2,5,1123
social.busterboys.net,akkoma,3.10.2,6,4,5,25
nerdcore.social,akkoma,3.10.4,5,1,1,9
pleroma.neuromante.net,akkoma,3.10.4-1-gebfb617b,5,2,2,6774
final.town,akkoma,3.10.4-0-g0af8e93,5,4,5,1976
akkoma.ascyltos.social,akkoma,3.10.4,5,3,7,57
social.techn1k.de,akkoma,3.10.4-0-gebfb617,5,4,5,129
tirnanog.space,akkoma,3.10.4,5,5,6,3696
sns.minovsky.space,akkoma,3.10.2-158-g59af68c6-develop,5,3,5,8626
p.umbriel.fr,akkoma,3.10.2,5,1,1,70002
pythonplayer123.xyz,akkoma,3.9.3-28-g9d7c877d,5,1,6,43
fedi.nano.lgbt,akkoma,3.10.4-1-gebfb617b,5,5,5,3828
pl.salushnes.solutions,akkoma,3.9.3,5,5,8,2756
vyos.social,akkoma,3.10.4,5,3,6,1178
akko.hollow.capital,akkoma,3.10.4-0-g299da5a13-hollow-capital,5,7,11,5741
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,53
fedi.fourhappylions.com,akkoma,3.10.4,5,3,3,483
beep.flawbee.net,akkoma,3.10.3-197-g98f0820c-develop,5,4,5,487
our-town.social,akkoma,3.10.4,5,1,1,304
social.baradoz.cloud,akkoma,3.10.4,5,2,5,1236
bots.ferals-on.top,akkoma,3.10.4-1-gebfb617b,5,5,5,50
akkoma.flyerdonut.net,akkoma,3.10.4-1-gebfb617b,5,5,6,7918
pleroma.otter.sh,akkoma,3.5.0-12-g63f2d1cb,5,null,null,57092
meowing.online,akkoma,3.3.1-0-gc6043c9ee-main,5,null,null,430
gentoo.live,akkoma,3.10.4-1-gebfb617b,5,4,5,34
miku.place,akkoma,3.10.4-0-gebfb617,5,4,5,449
fedi.joeydrew.studio,akkoma,3.10.4-0-gebfb617,5,2,4,376
c0tt0n.world,akkoma,3.10.4-0-gebfb617,5,5,5,164
idealists.su,akkoma,3.10.4-1-gebfb617b,5,3,4,44
fedi.fumo.software,akkoma,3.10.4-1-gebfb617b,5,3,7,43
social.alemi.dev,akkoma,3.10.4,5,1,3,365
r.oblox.gay,akkoma,3.9.3-28-g9d7c877d,5,1,5,263
turtleisland.rocks,akkoma,3.10.4-0-gebfb617,5,5,5,14
social.unitoo.it,akkoma,3.10.4-1-gebfb617b,4,1,2,716
ostfrie.se,akkoma,3.10.2-0-gba1ed37,4,3,4,677
kneel.before.dog,akkoma,3.10.4,4,2,3,888
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,578
fops.cloud,akkoma,3.10.4-0-gebfb617,4,4,4,4405
pl.inu.is,akkoma,3.9.3-28-g9d7c877d,4,3,3,76
social.vlhl.dev,akkoma,3.9.3-0-g9d7c877,4,4,4,4808
am.bal.ovh,akkoma,3.10.4-0-gebfb617,4,4,4,31
social.rhumbs.fr,akkoma,3.8.0,4,4,4,651
powerg.love,akkoma,3.10.4-1-gebfb617b,4,2,2,137
aposimz.net,akkoma,3.10.4-0-gebfb617,4,0,3,0
phantomthieves.net,akkoma,3.9.3-28-g9d7c877d,4,2,6,635
galaxians.garden,akkoma,3.10.4-1-gebfb617b,4,2,4,706
akkoma.flitpix.net,akkoma,3.10.4-1-gebfb617b,4,1,4,264
muuzikku.produkti.se,akkoma,3.10.3,4,2,4,980
akkoma.tbqdrn.de,akkoma,3.10.3,4,3,4,183
agda.club,akkoma,3.10.4-0-gebfb617,4,2,3,61
akkoma.social.raku.party,akkoma,3.9.3-0-g9d7c877,4,2,6,20
universe.feliver.se,akkoma,3.10.2,4,2,3,4450
pl.dira.cc,akkoma,3.9.3-0-g7e45343-develop,4,1,3,3826
typhy.club,akkoma,3.10.2-0-gba1ed37,4,3,4,187
zia.io,akkoma,3.10.3-212-g6cc523bd-develop,4,1,1,228
va-11-hall-a.cafe,akkoma,3.10.3-233-g928e31a4-va-11-hall-a,4,3,3,15288
chimera.earth,akkoma,3.10.4-0-g0af8e93,4,4,4,79
social.bakdos.de,akkoma,3.9.3,4,4,4,39
ak.lightnovel-dungeon.de,akkoma,3.10.4,4,1,4,2916
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,113
pleroma.chaoswit.ch,akkoma,3.10.3,4,4,4,2878
social.nihil.gay,akkoma,3.10.4-1-gebfb617b,4,4,4,624
ak.cute.rest,akkoma,3.10.4,4,3,4,125
fediverse.lavcorps.xyz,akkoma,3.10.4-1-gebfb617b,4,3,4,6
deepspace.cafe,akkoma,3.10.4-0-gebfb617,4,3,4,54
gay.lesaoras.xyz,akkoma,3.10.4,4,3,3,3118
divergence.pp.ua,akkoma,3.9.3,4,2,4,43
labyrinth.zone,akkoma,3.10.4-1-gebfb617b,4,4,4,468
akko.cuddlegirls.cafe,akkoma,3.10.4-3-gd5d6e14f,4,3,3,7677
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,2,344
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,3,4,191
akkoma.thesandbox.net,akkoma,3.9.3,3,1,2,1021
stroud.social,akkoma,3.10.4,3,3,3,2064
couch.beerriot.com,akkoma,3.10.4-1-ga4c15863-no-fetch-with-local-limit-3-10-4,3,2,3,367
akkos.fritu.re,akkoma,3.10.4-5-gebfb617b,3,1,3,2212
social.jihad.icu,akkoma,3.10.4-0-g0af8e93,3,1,2,664
fuzzyroots.net,akkoma,3.9.3-0-g9d7c877,3,3,4,617
tene.re,akkoma,3.9.3-28-g9d7c877d,3,2,2,0
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,3,706
castoranxieux.ca,akkoma,3.10.3,3,1,1,133
remolino.town,akkoma,3.10.4-0-gebfb617,3,3,3,173
fedi.u2p.net,akkoma,3.10.4,3,3,3,1
portend.place,akkoma,3.9.3-139-g93b92041-web-protocol-handler,3,3,3,7722
akm.longyap.name.my,akkoma,3.6.0,3,null,null,5165
akkoma.xn--pikabl-0xa.se,akkoma,3.10.4,3,2,3,190
social.imastags.com,akkoma,3.10.4,3,3,3,7249
fedi.interestingzinc.xyz,akkoma,3.8.0,3,2,3,4129
notes.whatthefuck.computer,akkoma,3.10.4,3,3,3,2644
cerulean.ink,akkoma,3.10.4-1-gebfb617b,3,3,3,629
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,2,3,1557
distraction.party,akkoma,3.9.3,3,1,1,1927
social.wuatek.is,akkoma,3.10.2,3,2,3,817
t.hermine.in,akkoma,3.10.4-0-gebfb617,3,1,3,492
tinylad.social,akkoma,3.9.3-0-g9d7c877,3,1,1,226
social.minbash.de,akkoma,3.10.4,3,1,2,27
lausitz.social,akkoma,3.8.0-0-gccae7ef,3,1,2,0
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3140
ak.gensokyo.shop,akkoma,3.10.4-1-gebfb617b,3,3,4,914
social.metakaos.space,akkoma,3.3.1-0-gaf90a4e51,3,null,null,323
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,849
a.soopy.moe,akkoma,3.10.4,3,1,2,57
akkoma.chez.chat,akkoma,3.5.0-26-g54fdf3a5,3,null,null,402
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
silvernight.social,akkoma,3.10.4-1-gebfb617b,3,1,1,5831
social.zell-mbc.com,akkoma,3.10.4,3,1,2,146
social.blipdrifter.com,akkoma,3.9.3-28-g9d7c877d,3,1,2,310
ambrosia.cafe,akkoma,3.9.3-0-g9d7c877,3,1,2,711
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,3,3,3,0
fedi.aap.my.id,akkoma,3.10.5+spirit,3,1,3,43
akko.lightnovel-dungeon.de,akkoma,3.10.4-1-gebfb617b,3,2,5,719
pouet.quebec,akkoma,3.8.0,3,1,1,6
outmo.de,akkoma,3.10.4,3,2,3,283
social.ventora.net,akkoma,3.10.4-0-gebfb617,3,2,3,108
yap.nishy.fr,akkoma,3.10.4-1-gebfb617b,3,1,2,2
hi.nighten.fr,akkoma,3.10.4-0-gebfb617,3,3,3,122
local.abtmtr.link,akkoma,3.10.4-0-gebfb617,3,3,3,132
ple.rorea.moe,akkoma,3.3.1,3,null,null,0
akkoma.miaowi.ng,akkoma,3.10.2-0-gba1ed37,3,3,3,597
fedi.splatoon3.ink,akkoma,3.7.1,3,null,null,7500
fedi.aria.dog,akkoma,3.10.3-0-g43c5fd5,3,1,3,4486
lotor.network,akkoma,3.8.0,3,2,2,4625
rosaline.systems,akkoma,3.10.3-212-g6cc523bd-develop,3,3,4,68
soc.haj.gay,akkoma,3.9.2-0-g39a878f,3,2,3,282
stoner.cafe,akkoma,3.10.4-0-g0af8e93,3,2,4,2
social.syndicalism.org,akkoma,3.9.3-28-g9d7c877d,3,3,4,82
fedi.vorboyvo.space,akkoma,3.9.3-28-g9d7c877d,3,2,3,4
social.notandy.de,akkoma,3.10.4-0-gebfb617,3,2,2,0
fedi.ahavah.gay,akkoma,3.10.4-0-gebfb617,3,5,5,3
fedi.itepechi.me,akkoma,3.10.3+bnakkoma,2,1,3,53
akko.spla.tech,akkoma,3.10.4,2,1,1,2
dlx.pink,akkoma,3.10.4-1-gebfb617b,2,2,2,31
fedi.triodug.com,akkoma,3.9.3-0-g9d7c877,2,1,1,2191
fedi.nlpagan.net,akkoma,3.10.4-1-gebfb617b,2,1,2,3725
opayq.social,akkoma,3.8.0,2,1,2,68
agora.echelon.pl,akkoma,3.10.3-212-g6cc523bd-develop,2,1,1,9632
kyou.social,akkoma,3.5.0-0-gd9508474b,2,null,null,10844
pleroma.frickalou.com,akkoma,3.10.4-1-gebfb617b,2,1,1,19
cantina.tatooine.space,akkoma,3.9.0-0-g9a8373a,2,2,2,615
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,2,51
rapidsloth.xyz,akkoma,3.10.3-162-ge7788f3c-develop,2,1,2,1
akm.hora.win,akkoma,3.10.4-1-gebfb617b,2,2,2,852
toepi.moe,akkoma,3.10.2,2,1,1,1351
soc.feditime.com,akkoma,3.10.4,2,2,2,312
social.ketupat.me,akkoma,3.10.4-1-gebfb617b,2,1,1,34
ak.suzu-ya.info,akkoma,3.10.2-0-gba1ed37,2,1,2,7718
masktodon.social,akkoma,3.10.3-0-g43c5fd5,2,1,1,8
sapphic.engineer,akkoma,3.10.4,2,1,2,930
hollypop.xyz,akkoma,3.10.4-1-gebfb617b,2,1,4,1089
toot.j3b.in,akkoma,3.9.3-0-g9d7c877,2,0,2,72
isnot.online,akkoma,3.9.2,2,1,1,146
bunnyanarchy.org,akkoma,3.9.3-28-g9d7c877d,2,2,5,1852
soc.7thmagic.net,akkoma,3.10.3-204-g033b7b04-develop,2,2,2,2000
nocte.0am.jp,akkoma,3.10.4-0-gebfb617,2,2,2,177
enby.army,akkoma,3.10.4-1-gebfb617b,2,2,3,10
tyt.maanebedotten.no,akkoma,3.9.3-0-g9d7c877,2,1,2,474
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,300
bi.cbult.space,akkoma,3.7.1-0-gfef4bae,2,null,null,94
fedi.lamer-ethos.site,akkoma,3.9.3-0-g9d7c877,2,1,2,1212
thepage.house,akkoma,3.10.4-0-gebfb617,2,1,2,1127
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,2,2,649
fedi.circuitlocution.com,akkoma,3.10.4,2,1,1,665
social.tnhh.org,akkoma,3.10.4,2,2,2,860
pleroma.oook.fr,akkoma,3.10.4-1-gebfb617b,2,1,2,1264
pavlik.top,akkoma,3.10.4,2,2,2,581
pars.ee,akkoma,3.10.3-212-g6cc523bd-develop,2,2,2,5154
fediverse.omaramin.me,akkoma,3.10.4,2,1,1,767
social.gerwitz.com,akkoma,3.10.4,2,2,2,997
a.doskel.net,akkoma,3.10.4-1-gebfb617b,2,1,2,227
nrg2.net,akkoma,3.5.0-0-gd9508474b,2,null,null,4
teslam.in,akkoma,3.10.4-1-gebfb617b,2,1,2,1941
cb.janusworx.com,akkoma,3.10.4-0-g0af8e93,2,0,1,400
fennec.town,akkoma,3.10.4-0-gebfb617,2,1,1,272
solitary.social,akkoma,3.10.4,2,2,2,514
social.ratliff.space,akkoma,3.9.3-0-g9d7c877,2,1,2,1
pl.fanyx.xyz,akkoma,3.9.3-heads-v3-9-3,2,1,1,491
fedi.owo.justdied.com,akkoma,3.10.3-0-g6cc523b,2,1,2,5118
social.alster.space,akkoma,3.10.3-0-g43c5fd5,2,2,2,4229
rebel.iero.org,akkoma,3.10.4-0-gebfb617,2,1,2,6
void.0x0a.de,akkoma,3.10.4-1-gebfb617b,2,1,2,222
birdsite.space,akkoma,3.10.4,2,1,2,57
social.polynom.me,akkoma,3.10.4,2,1,1,42
akkoma.becutewith.me,akkoma,3.10.4-1-gebfb617b,2,2,2,40
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,67
deep13.social,akkoma,3.10.4-0-gebfb617,2,2,2,38
pleroma.stuebinm.eu,akkoma,3.10.4,2,2,2,1522
akkoma.dogphilosophy.net,akkoma,3.9.3-0-g9d7c877,2,2,2,216
mb.jenot.info,akkoma,3.10.3-212-g6cc523bd-develop,2,1,1,46
microbe.vital.org.nz,akkoma,3.10.3-0-gc887dd4,2,1,1,2257
plack.app,akkoma,3.10.4-7-g10f1690b-jadiunr-main,2,2,2,1
social.shadowfacts.net,akkoma,3.10.2,2,2,2,16435
tormentnexus.social,akkoma,3.9.3-28-g9d7c877d,2,0,1,1
social.ashwalker.net,akkoma,3.10.4,2,1,1,185
poly.cybre.city,akkoma,3.9.3-2-gfb8081e1-develop,2,1,1,7718
a.sinigr.space,akkoma,3.9.3-0-g9d7c877,2,2,2,1066
lug.sh,akkoma,3.10.4,2,2,2,3
loves.reisen,akkoma,3.10.3-212-g6cc523bd-develop,2,1,1,109
p.h.etbus.ch,akkoma,3.10.4-0-gebfb617,2,1,2,30
moonlit.city,akkoma,3.10.4-1-gebfb617b,2,2,2,480
madr.it,akkoma,3.8.0,2,1,2,34
ruud.social,akkoma,3.10.4-0-gebfb617,2,2,2,256
akkoma.riley-tech.net,akkoma,3.9.3-0-g9d7c877,2,1,2,112
naked.dequbed.space,akkoma,3.10.4-1-gebfb617b,2,2,2,61
ak.kabukimono.top,akkoma,3.10.4-1-gebfb617b,2,2,2,150
